Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:18:14.116000,NOR,1,,1.0,1.0,0 days 00:16:47.086000,,,0 days 00:00:29.478000,0 days 00:00:25.322000,,0 days 00:17:48.853000,0 days 00:18:14.333000,174.0,228.0,267.0,,False,SOFT,5.0,False,McLaren,0 days 00:16:47.086000,2026-08-22 14:03:22.850,1,,False,,False,False
0 days 00:19:36.032000,NOR,1,0 days 00:01:21.916000,2.0,1.0,,,0 days 00:00:27.948000,0 days 00:00:28.003000,0 days 00:00:25.965000,0 days 00:18:42.064000,0 days 00:19:10.067000,0 days 00:19:36.032000,246.0,232.0,299.0,272.0,True,SOFT,6.0,False,McLaren,0 days 00:18:14.116000,2026-08-22 14:04:49.880,1,,False,,False,True
0 days 00:20:49.092000,NOR,1,0 days 00:01:13.060000,3.0,1.0,,,0 days 00:00:25.162000,0 days 00:00:25.717000,0 days 00:00:22.181000,0 days 00:20:01.194000,0 days 00:20:26.911000,0 days 00:20:49.092000,290.0,285.0,307.0,309.0,True,SOFT,7.0,False,McLaren,0 days 00:19:36.032000,2026-08-22 14:06:11.796,1,,False,,False,True
0 days 00:22:29.924000,NOR,1,0 days 00:01:40.832000,4.0,1.0,,0 days 00:22:27.411000,0 days 00:00:34.663000,0 days 00:00:31.557000,0 days 00:00:34.612000,0 days 00:21:23.755000,0 days 00:21:55.312000,0 days 00:22:29.924000,226.0,195.0,,196.0,False,SOFT,8.0,False,McLaren,0 days 00:20:49.092000,2026-08-22 14:07:24.856,1,,False,,False,False
0 days 00:28:02.660000,NOR,1,,5.0,2.0,0 days 00:26:34.169000,,,0 days 00:00:28.482000,0 days 00:00:24.718000,,0 days 00:27:37.984000,0 days 00:28:02.823000,233.0,225.0,279.0,196.0,False,SOFT,9.0,False,McLaren,0 days 00:22:29.924000,2026-08-22 14:09:05.688,1,,False,,False,False
0 days 00:29:28.296000,NOR,1,0 days 00:01:25.636000,6.0,2.0,,,0 days 00:00:27.529000,0 days 00:00:29.531000,0 days 00:00:28.576000,0 days 00:28:30.189000,0 days 00:28:59.720000,0 days 00:29:28.296000,247.0,211.0,301.0,279.0,False,SOFT,10.0,False,McLaren,0 days 00:28:02.660000,2026-08-22 14:14:38.424,1,,False,,False,True
0 days 00:30:40.991000,NOR,1,0 days 00:01:12.695000,7.0,2.0,,,0 days 00:00:24.944000,0 days 00:00:25.548000,0 days 00:00:22.203000,0 days 00:29:53.240000,0 days 00:30:18.788000,0 days 00:30:40.991000,290.0,286.0,306.0,311.0,True,SOFT,11.0,False,McLaren,0 days 00:29:28.296000,2026-08-22 14:16:04.060,1,,False,,False,True
0 days 00:32:14.716000,NOR,1,0 days 00:01:33.725000,8.0,2.0,,0 days 00:32:13.097000,0 days 00:00:31.124000,0 days 00:00:31.190000,0 days 00:00:31.411000,0 days 00:31:12.115000,0 days 00:31:43.305000,0 days 00:32:14.716000,239.0,132.0,,258.0,False,SOFT,12.0,False,McLaren,0 days 00:30:40.991000,2026-08-22 14:17:16.755,1,,False,,False,False
0 days 00:41:25.519000,NOR,1,,9.0,3.0,0 days 00:39:57.904000,,,0 days 00:00:30.275000,0 days 00:00:25.339000,,0 days 00:41:00.239000,0 days 00:41:25.519000,237.0,235.0,266.0,258.0,False,SOFT,1.0,True,McLaren,0 days 00:32:14.716000,2026-08-22 14:18:50.480,1,,False,,False,False
0 days 00:42:47.382000,NOR,1,0 days 00:01:21.863000,10.0,3.0,,,0 days 00:00:28.040000,0 days 00:00:28.260000,0 days 00:00:25.563000,0 days 00:41:53.559000,0 days 00:42:21.819000,0 days 00:42:47.382000,249.0,231.0,301.0,270.0,True,SOFT,2.0,True,McLaren,0 days 00:41:25.519000,2026-08-22 14:28:01.283,1,,False,,False,True
0 days 00:43:59.242000,NOR,1,0 days 00:01:11.860000,11.0,3.0,,,0 days 00:00:24.582000,0 days 00:00:25.210000,0 days 00:00:22.068000,0 days 00:43:11.964000,0 days 00:43:37.174000,0 days 00:43:59.242000,291.0,275.0,307.0,311.0,True,SOFT,3.0,True,McLaren,0 days 00:42:47.382000,2026-08-22 14:29:23.146,1,,False,,False,True
0 days 00:45:32.304000,NOR,1,0 days 00:01:33.062000,12.0,3.0,,0 days 00:45:30.958000,0 days 00:00:30.315000,0 days 00:00:32.210000,0 days 00:00:30.537000,0 days 00:44:29.557000,0 days 00:45:01.767000,0 days 00:45:32.304000,222.0,197.0,,244.0,False,SOFT,4.0,True,McLaren,0 days 00:43:59.242000,2026-08-22 14:30:35.006,1,,False,,False,False
0 days 00:50:58.094000,NOR,1,,13.0,4.0,0 days 00:49:20.736000,,,0 days 00:00:31.191000,0 days 00:00:28.741000,,0 days 00:50:29.356000,0 days 00:50:58.258000,269.0,148.0,303.0,244.0,False,SOFT,1.0,True,McLaren,0 days 00:45:32.304000,2026-08-22 14:32:08.068,1,,False,,False,False
0 days 00:52:09.722000,NOR,1,0 days 00:01:11.628000,14.0,4.0,,,0 days 00:00:24.643000,0 days 00:00:25.024000,0 days 00:00:21.961000,0 days 00:51:22.737000,0 days 00:51:47.761000,0 days 00:52:09.722000,291.0,279.0,308.0,306.0,True,SOFT,2.0,True,McLaren,0 days 00:50:58.094000,2026-08-22 14:37:33.858,1,,False,,False,True
0 days 00:53:43.571000,NOR,1,0 days 00:01:33.849000,15.0,4.0,,0 days 00:53:42.072000,0 days 00:00:31.492000,0 days 00:00:31.051000,0 days 00:00:31.306000,0 days 00:52:41.214000,0 days 00:53:12.265000,0 days 00:53:43.571000,231.0,186.0,,162.0,False,SOFT,3.0,True,McLaren,0 days 00:52:09.722000,2026-08-22 14:38:45.486,1,,False,,False,False
0 days 01:02:47.659000,NOR,1,,16.0,5.0,0 days 01:01:20.166000,,,0 days 00:00:27.014000,0 days 00:00:25.925000,,0 days 01:02:21.879000,0 days 01:02:47.737000,250.0,232.0,304.0,162.0,False,SOFT,1.0,True,McLaren,0 days 00:53:43.571000,2026-08-22 14:40:19.335,12,,False,,False,False
0 days 01:03:59.003000,NOR,1,0 days 00:01:11.344000,17.0,5.0,,,0 days 00:00:24.549000,0 days 00:00:24.956000,0 days 00:00:21.839000,0 days 01:03:12.208000,0 days 01:03:37.164000,0 days 01:03:59.003000,292.0,275.0,314.0,308.0,True,SOFT,2.0,True,McLaren,0 days 01:02:47.659000,2026-08-22 14:49:23.423,1,,False,,False,True
0 days 01:05:29.321000,NOR,1,0 days 00:01:30.318000,18.0,5.0,,0 days 01:05:28.076000,0 days 00:00:29.762000,0 days 00:00:29.205000,0 days 00:00:31.351000,0 days 01:04:28.765000,0 days 01:04:57.970000,0 days 01:05:29.321000,246.0,242.0,,264.0,False,SOFT,3.0,True,McLaren,0 days 01:03:59.003000,2026-08-22 14:50:34.767,1,,False,,False,False
0 days 01:08:26.126000,NOR,1,,19.0,6.0,0 days 01:07:02.710000,,,0 days 00:00:26.941000,0 days 00:00:25.109000,,0 days 01:08:01.057000,0 days 01:08:26.440000,269.0,225.0,304.0,264.0,False,SOFT,1.0,True,McLaren,0 days 01:05:29.321000,2026-08-22 14:52:05.085,1,,False,,False,False
0 days 01:09:37.289000,NOR,1,0 days 00:01:11.163000,20.0,6.0,,,0 days 00:00:24.456000,0 days 00:00:24.898000,0 days 00:00:21.809000,0 days 01:08:50.582000,0 days 01:09:15.480000,0 days 01:09:37.289000,293.0,277.0,309.0,307.0,True,SOFT,2.0,True,McLaren,0 days 01:08:26.126000,2026-08-22 14:55:01.890,1,,False,,False,True
0 days 01:11:17.018000,NOR,1,0 days 00:01:39.729000,21.0,6.0,,0 days 01:11:15.433000,0 days 00:00:31.442000,0 days 00:00:32.475000,0 days 00:00:35.812000,0 days 01:10:08.731000,0 days 01:10:41.206000,0 days 01:11:17.018000,211.0,181.0,,258.0,False,SOFT,3.0,True,McLaren,0 days 01:09:37.289000,2026-08-22 14:56:13.053,1,,False,,False,False
0 days 00:19:02.051000,RUS,63,,1.0,1.0,0 days 00:17:30.717000,,,0 days 00:00:34.299000,0 days 00:00:26.361000,,0 days 00:18:35.690000,0 days 00:19:02.263000,152.0,144.0,304.0,,False,SOFT,5.0,False,Mercedes,0 days 00:17:30.717000,2026-08-22 14:04:06.481,1,,False,,False,False
0 days 00:20:29.678000,RUS,63,0 days 00:01:27.627000,2.0,1.0,,,0 days 00:00:29.010000,0 days 00:00:31.035000,0 days 00:00:27.582000,0 days 00:19:31.061000,0 days 00:20:02.096000,0 days 00:20:29.678000,248.0,237.0,300.0,279.0,True,SOFT,6.0,False,Mercedes,0 days 00:19:02.051000,2026-08-22 14:05:37.815,1,,False,,False,True
0 days 00:21:42.617000,RUS,63,0 days 00:01:12.939000,3.0,1.0,,,0 days 00:00:24.992000,0 days 00:00:25.822000,0 days 00:00:22.125000,0 days 00:20:54.670000,0 days 00:21:20.492000,0 days 00:21:42.617000,293.0,284.0,306.0,318.0,True,SOFT,7.0,False,Mercedes,0 days 00:20:29.678000,2026-08-22 14:07:05.442,1,,False,,False,True
0 days 00:23:25.921000,RUS,63,0 days 00:01:43.304000,4.0,1.0,,0 days 00:23:23.889000,0 days 00:00:34.217000,0 days 00:00:37.045000,0 days 00:00:32.042000,0 days 00:22:16.834000,0 days 00:22:53.879000,0 days 00:23:25.921000,249.0,189.0,,172.0,False,SOFT,8.0,False,Mercedes,0 days 00:21:42.617000,2026-08-22 14:08:18.381,1,,False,,False,False
0 days 00:31:00.486000,RUS,63,,5.0,2.0,0 days 00:29:32.674000,,,0 days 00:00:31.623000,0 days 00:00:25.057000,,0 days 00:30:35.491000,0 days 00:31:00.657000,243.0,234.0,299.0,172.0,False,SOFT,9.0,False,Mercedes,0 days 00:23:25.921000,2026-08-22 14:10:01.685,1,,False,,False,False
0 days 00:32:13.410000,RUS,63,0 days 00:01:12.924000,6.0,2.0,,,0 days 00:00:25.061000,0 days 00:00:25.833000,0 days 00:00:22.030000,0 days 00:31:25.547000,0 days 00:31:51.380000,0 days 00:32:13.410000,295.0,287.0,308.0,320.0,True,SOFT,10.0,False,Mercedes,0 days 00:31:00.486000,2026-08-22 14:17:36.250,1,,False,,False,True
0 days 00:33:42.385000,RUS,63,0 days 00:01:28.975000,7.0,2.0,,0 days 00:33:41.220000,0 days 00:00:29.918000,0 days 00:00:30.362000,0 days 00:00:28.695000,0 days 00:32:43.328000,0 days 00:33:13.690000,0 days 00:33:42.385000,246.0,268.0,,234.0,False,SOFT,11.0,False,Mercedes,0 days 00:32:13.410000,2026-08-22 14:18:49.174,1,,False,,False,False
0 days 00:40:14.160000,RUS,63,,8.0,3.0,0 days 00:38:45.281000,,,0 days 00:00:28.265000,0 days 00:00:27.797000,,0 days 00:39:46.475000,0 days 00:40:14.160000,288.0,232.0,301.0,234.0,False,SOFT,1.0,True,Mercedes,0 days 00:33:42.385000,2026-08-22 14:20:18.149,1,,False,,False,False
0 days 00:41:26.119000,RUS,63,0 days 00:01:11.959000,9.0,3.0,,,0 days 00:00:24.618000,0 days 00:00:25.526000,0 days 00:00:21.815000,0 days 00:40:38.778000,0 days 00:41:04.304000,0 days 00:41:26.119000,295.0,283.0,315.0,320.0,True,SOFT,2.0,True,Mercedes,0 days 00:40:14.160000,2026-08-22 14:26:49.924,1,,False,,False,True
0 days 00:42:59.492000,RUS,63,0 days 00:01:33.373000,10.0,3.0,,0 days 00:42:58.219000,0 days 00:00:30.609000,0 days 00:00:29.861000,0 days 00:00:32.903000,0 days 00:41:56.728000,0 days 00:42:26.589000,0 days 00:42:59.492000,252.0,263.0,,217.0,False,SOFT,3.0,True,Mercedes,0 days 00:41:26.119000,2026-08-22 14:28:01.883,1,,False,,False,False
