Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:17:40.291000,VER,1,,1.0,1.0,0 days 00:16:01.775000,,,0 days 00:00:34.899000,0 days 00:00:29.731000,,0 days 00:17:10.696000,0 days 00:17:40.312000,262.0,313.0,318.0,241.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:16:01.775000,2025-09-06 14:03:22.352,1,,False,,False,False
0 days 00:19:00.103000,VER,1,0 days 00:01:19.812000,2.0,1.0,,,0 days 00:00:26.546000,0 days 00:00:26.832000,0 days 00:00:26.434000,0 days 00:18:06.837000,0 days 00:18:33.669000,0 days 00:19:00.103000,324.0,338.0,317.0,344.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:40.291000,2025-09-06 14:05:00.868,1,,False,,False,True
0 days 00:20:53.452000,VER,1,0 days 00:01:53.349000,3.0,1.0,,0 days 00:20:49.749000,0 days 00:00:38.800000,0 days 00:00:35.534000,0 days 00:00:39.015000,0 days 00:19:38.903000,0 days 00:20:14.437000,0 days 00:20:53.452000,264.0,244.0,,200.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:19:00.103000,2025-09-06 14:06:20.680,1,,False,,False,False
0 days 00:28:18.166000,VER,1,,4.0,2.0,0 days 00:26:32.818000,,,0 days 00:00:35.154000,0 days 00:00:30.561000,,0 days 00:27:47.674000,0 days 00:28:18.352000,243.0,304.0,317.0,216.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:20:53.452000,2025-09-06 14:08:14.029,1,,False,,False,False
0 days 00:29:37.621000,VER,1,0 days 00:01:19.455000,5.0,2.0,,,0 days 00:00:26.506000,0 days 00:00:26.625000,0 days 00:00:26.324000,0 days 00:28:44.672000,0 days 00:29:11.297000,0 days 00:29:37.621000,327.0,345.0,317.0,344.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:28:18.166000,2025-09-06 14:15:38.743,1,,False,,False,True
0 days 00:31:25.175000,VER,1,0 days 00:01:47.554000,6.0,2.0,,0 days 00:31:21.375000,0 days 00:00:34.086000,0 days 00:00:35.488000,0 days 00:00:37.980000,0 days 00:30:11.707000,0 days 00:30:47.195000,0 days 00:31:25.175000,241.0,279.0,,284.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:29:37.621000,2025-09-06 14:16:58.198,1,,False,,False,False
0 days 00:43:40.077000,VER,1,,7.0,3.0,0 days 00:42:02.699000,,,0 days 00:00:33,0 days 00:00:29.915000,,0 days 00:43:10.235000,0 days 00:43:40.077000,254.0,311.0,317.0,183.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:31:25.175000,2025-09-06 14:18:45.752,12,,False,,False,False
0 days 00:44:59.217000,VER,1,0 days 00:01:19.140000,8.0,3.0,,,0 days 00:00:26.406000,0 days 00:00:26.538000,0 days 00:00:26.196000,0 days 00:44:06.483000,0 days 00:44:33.021000,0 days 00:44:59.217000,324.0,341.0,316.0,346.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:43:40.077000,2025-09-06 14:31:00.654,1,,False,,False,True
0 days 00:46:50.240000,VER,1,0 days 00:01:51.023000,9.0,3.0,,0 days 00:46:46.508000,0 days 00:00:38.877000,0 days 00:00:34.843000,0 days 00:00:37.303000,0 days 00:45:38.094000,0 days 00:46:12.937000,0 days 00:46:50.240000,213.0,306.0,,217.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:44:59.217000,2025-09-06 14:32:19.794,1,,False,,False,False
0 days 00:52:03.074000,VER,1,,10.0,4.0,0 days 00:50:15.829000,,,0 days 00:00:36.874000,0 days 00:00:31.138000,,0 days 00:51:32.061000,0 days 00:52:03.201000,232.0,249.0,317.0,145.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:46:50.240000,2025-09-06 14:34:10.817,1,,False,,False,False
0 days 00:53:22.496000,VER,1,0 days 00:01:19.422000,11.0,4.0,,,0 days 00:00:26.457000,0 days 00:00:26.650000,0 days 00:00:26.315000,0 days 00:52:29.531000,0 days 00:52:56.181000,0 days 00:53:22.496000,323.0,338.0,314.0,345.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:52:03.074000,2025-09-06 14:39:23.651,1,,False,,False,True
0 days 00:55:15.559000,VER,1,0 days 00:01:53.063000,12.0,4.0,,0 days 00:55:11.872000,0 days 00:00:37.053000,0 days 00:00:37.081000,0 days 00:00:38.929000,0 days 00:53:59.549000,0 days 00:54:36.630000,0 days 00:55:15.559000,217.0,250.0,,227.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:53:22.496000,2025-09-06 14:40:43.073,1,,False,,False,False
0 days 01:06:30.144000,VER,1,,13.0,5.0,0 days 01:04:55.104000,,,0 days 00:00:31.553000,0 days 00:00:29.154000,,0 days 01:06:00.990000,0 days 01:06:30.206000,275.0,300.0,319.0,246.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:55:15.559000,2025-09-06 14:42:36.136,12,,False,,False,False
0 days 01:07:49.067000,VER,1,0 days 00:01:18.923000,14.0,5.0,,,0 days 00:00:26.306000,0 days 00:00:26.485000,0 days 00:00:26.132000,0 days 01:06:56.450000,0 days 01:07:22.935000,0 days 01:07:49.067000,325.0,340.0,315.0,347.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:06:30.144000,2025-09-06 14:53:50.721,1,,False,,False,True
0 days 01:09:27.809000,VER,1,0 days 00:01:38.742000,15.0,5.0,,0 days 01:09:24.099000,0 days 00:00:31.257000,0 days 00:00:32.148000,0 days 00:00:35.337000,0 days 01:08:20.324000,0 days 01:08:52.472000,0 days 01:09:27.809000,279.0,297.0,,249.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:07:49.067000,2025-09-06 14:55:09.644,1,,False,,False,False
0 days 01:13:33.378000,VER,1,,16.0,6.0,0 days 01:12:01.973000,,,0 days 00:00:30.868000,0 days 00:00:27.955000,,0 days 01:13:05.540000,0 days 01:13:33.579000,268.0,323.0,319.0,233.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:09:27.809000,2025-09-06 14:56:48.386,1,,False,,False,False
0 days 01:14:52.170000,VER,1,0 days 00:01:18.792000,17.0,6.0,,,0 days 00:00:26.262000,0 days 00:00:26.483000,0 days 00:00:26.047000,0 days 01:13:59.640000,0 days 01:14:26.123000,0 days 01:14:52.170000,327.0,340.0,315.0,348.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:33.378000,2025-09-06 15:00:53.955,1,,False,,False,True
0 days 01:16:45.162000,VER,1,0 days 00:01:52.992000,18.0,6.0,,0 days 01:16:38.511000,0 days 00:00:33.681000,0 days 00:00:36.065000,0 days 00:00:43.246000,0 days 01:15:25.851000,0 days 01:16:01.916000,0 days 01:16:45.162000,220.0,205.0,,211.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:14:52.170000,2025-09-06 15:02:12.747,1,,False,,False,False
0 days 00:18:20.043000,NOR,4,,1.0,1.0,0 days 00:16:42.149000,,,0 days 00:00:33.046000,0 days 00:00:29.794000,,0 days 00:17:50.392000,0 days 00:18:20.043000,278.0,299.0,315.0,223.0,False,SOFT,1.0,True,McLaren,0 days 00:16:42.149000,2025-09-06 14:04:02.726,1,,False,,False,False
