Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:21:24.378000,HAM,44,,1.0,1.0,0 days 00:19:14.428000,,,0 days 00:00:54.093000,0 days 00:00:42.836000,,0 days 00:20:41.556000,0 days 00:21:24.625000,273.0,217.0,254.0,124.0,False,SOFT,1.0,True,Mercedes,0 days 00:19:14.428000,2020-08-01 13:04:14.467,1,,False,,False,False
0 days 00:22:50.809000,HAM,44,0 days 00:01:26.431000,2.0,1.0,,,0 days 00:00:28.005000,0 days 00:00:34.727000,0 days 00:00:23.699000,0 days 00:21:52.383000,0 days 00:22:27.110000,0 days 00:22:50.809000,309.0,267.0,255.0,312.0,True,SOFT,2.0,True,Mercedes,0 days 00:21:24.378000,2020-08-01 13:06:24.417,1,,False,,False,True
0 days 00:25:24.072000,HAM,44,,3.0,1.0,,,0 days 00:00:49.962000,0 days 00:01:08.308000,0 days 00:00:34.977000,0 days 00:23:40.894000,0 days 00:24:49.269000,0 days 00:25:24.284000,176.0,161.0,256.0,172.0,False,SOFT,3.0,True,Mercedes,0 days 00:22:50.809000,2020-08-01 13:07:50.848,1,,False,,False,False
0 days 00:26:49.972000,HAM,44,0 days 00:01:25.900000,4.0,1.0,,,0 days 00:00:27.886000,0 days 00:00:34.515000,0 days 00:00:23.499000,0 days 00:25:51.958000,0 days 00:26:26.473000,0 days 00:26:49.972000,310.0,266.0,256.0,313.0,True,SOFT,4.0,True,Mercedes,0 days 00:25:24.072000,2020-08-01 13:10:24.111,1,,False,,False,True
0 days 00:28:38.302000,HAM,44,0 days 00:01:48.330000,5.0,1.0,,0 days 00:28:32.097000,0 days 00:00:33.029000,0 days 00:00:47.334000,0 days 00:00:27.967000,0 days 00:27:23.001000,0 days 00:28:10.335000,0 days 00:28:38.302000,252.0,230.0,,256.0,False,SOFT,5.0,True,Mercedes,0 days 00:26:49.972000,2020-08-01 13:11:50.011,1,,False,,False,False
0 days 00:32:51.762000,HAM,44,,6.0,2.0,0 days 00:31:16.351000,,,0 days 00:00:41.239000,0 days 00:00:26.033000,,0 days 00:32:25.779000,0 days 00:32:51.999000,291.0,249.0,258.0,298.0,False,SOFT,6.0,False,Mercedes,0 days 00:28:38.302000,2020-08-01 13:13:38.341,12,,False,,False,False
0 days 00:34:25.794000,HAM,44,0 days 00:01:34.032000,7.0,2.0,,0 days 00:34:19.906000,0 days 00:00:28.683000,0 days 00:00:39.051000,0 days 00:00:26.298000,0 days 00:33:20.445000,0 days 00:33:59.496000,0 days 00:34:25.794000,287.0,248.0,,298.0,False,SOFT,7.0,False,Mercedes,0 days 00:32:51.762000,2020-08-01 13:17:51.801,1,,False,,False,False
0 days 00:43:34.171000,HAM,44,,8.0,3.0,0 days 00:41:53.853000,,,0 days 00:00:41.897000,0 days 00:00:28.600000,,0 days 00:43:05.614000,0 days 00:43:34.171000,293.0,244.0,259.0,243.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:34:25.794000,2020-08-01 13:19:25.833,1,,False,,False,False
0 days 00:45:30.637000,HAM,44,0 days 00:01:56.466000,9.0,3.0,,,0 days 00:00:27.523000,0 days 00:00:55.146000,0 days 00:00:33.797000,0 days 00:44:01.694000,0 days 00:44:56.840000,0 days 00:45:30.637000,313.0,226.0,258.0,281.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:43:34.171000,2020-08-01 13:28:34.210,1,,False,,False,True
0 days 00:53:02.959000,HAM,44,,10.0,3.0,,0 days 00:47:18.700000,0 days 00:00:27.723000,,,0 days 00:45:58.357000,,,,,,,False,MEDIUM,3.0,True,Mercedes,0 days 00:45:30.637000,2020-08-01 13:30:30.676,15,,False,,False,False
0 days 00:54:38.654000,HAM,44,,11.0,4.0,0 days 00:53:02.959000,,,0 days 00:00:39.370000,0 days 00:00:25.838000,,0 days 00:54:12.885000,0 days 00:54:38.663000,293.0,245.0,261.0,295.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:53:02.959000,2020-08-01 13:38:02.998,1,,False,,False,False
0 days 00:56:04.001000,HAM,44,0 days 00:01:25.347000,12.0,4.0,,,0 days 00:00:27.582000,0 days 00:00:34.369000,0 days 00:00:23.396000,0 days 00:55:06.236000,0 days 00:55:40.605000,0 days 00:56:04.001000,316.0,268.0,259.0,317.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:54:38.654000,2020-08-01 13:39:38.693,1,,False,,False,True
0 days 00:57:42.394000,HAM,44,0 days 00:01:38.393000,13.0,4.0,,0 days 00:57:36.361000,0 days 00:00:31.457000,0 days 00:00:40.599000,0 days 00:00:26.337000,0 days 00:56:35.458000,0 days 00:57:16.057000,0 days 00:57:42.394000,285.0,238.0,,295.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:56:04.001000,2020-08-01 13:41:04.040,1,,False,,False,False
0 days 01:01:22.959000,HAM,44,,14.0,5.0,0 days 00:59:26.276000,,,0 days 00:00:47.317000,0 days 00:00:38.555000,,0 days 01:00:44.457000,0 days 01:01:22.984000,289.0,206.0,260.0,259.0,False,SOFT,1.0,True,Mercedes,0 days 00:57:42.394000,2020-08-01 13:42:42.433,1,,False,,False,False
0 days 01:02:50.888000,HAM,44,0 days 00:01:27.929000,15.0,5.0,,,0 days 00:00:27.308000,0 days 00:00:34.403000,0 days 00:00:26.218000,0 days 01:01:50.267000,0 days 01:02:24.670000,0 days 01:02:50.888000,317.0,272.0,107.0,319.0,False,SOFT,2.0,True,Mercedes,0 days 01:01:22.959000,2020-08-01 13:46:22.998,1,,False,,False,True
0 days 01:04:35.955000,HAM,44,0 days 00:01:45.067000,16.0,5.0,,0 days 01:04:29.992000,0 days 00:00:33.786000,0 days 00:00:43.679000,0 days 00:00:27.602000,0 days 01:03:24.674000,0 days 01:04:08.353000,0 days 01:04:35.955000,227.0,242.0,,247.0,False,SOFT,3.0,True,Mercedes,0 days 01:02:50.888000,2020-08-01 13:47:50.927,1,,False,,False,False
0 days 01:12:35.271000,HAM,44,,17.0,6.0,0 days 01:10:52.165000,,,0 days 00:00:45.208000,0 days 00:00:28.118000,,0 days 01:12:07.218000,0 days 01:12:35.308000,293.0,233.0,262.0,283.0,False,SOFT,1.0,True,Mercedes,0 days 01:04:35.955000,2020-08-01 13:49:35.994,1,,False,,False,False
0 days 01:13:59.887000,HAM,44,0 days 00:01:24.616000,18.0,6.0,,,0 days 00:00:27.441000,0 days 00:00:34.104000,0 days 00:00:23.071000,0 days 01:13:02.712000,0 days 01:13:36.816000,0 days 01:13:59.887000,318.0,272.0,255.0,317.0,True,SOFT,2.0,True,Mercedes,0 days 01:12:35.271000,2020-08-01 13:57:35.310,1,,False,,False,True
