Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:23.709000,HAM,44,,1.0,1.0,0 days 00:19:57.448000,,,0 days 00:01:06.710000,0 days 00:00:46.873000,,0 days 00:21:36.836000,0 days 00:22:24.045000,304.0,148.0,233.0,223.0,False,SOFT,1.0,True,Mercedes,0 days 00:19:57.448000,2020-08-29 13:04:57.480,1,,False,,False,False
0 days 00:24:06.032000,HAM,44,0 days 00:01:42.323000,2.0,1.0,,,0 days 00:00:30.537000,0 days 00:00:43.137000,0 days 00:00:28.649000,0 days 00:22:54.246000,0 days 00:23:37.383000,0 days 00:24:06.032000,325.0,219.0,228.0,305.0,True,SOFT,2.0,True,Mercedes,0 days 00:22:23.709000,2020-08-29 13:07:23.741,1,,False,,False,True
0 days 00:26:22.231000,HAM,44,0 days 00:02:16.199000,3.0,1.0,,0 days 00:26:18.032000,0 days 00:00:40.376000,0 days 00:00:55.478000,0 days 00:00:40.345000,0 days 00:24:46.408000,0 days 00:25:41.886000,0 days 00:26:22.231000,224.0,176.0,,205.0,False,SOFT,3.0,True,Mercedes,0 days 00:24:06.032000,2020-08-29 13:09:06.064,1,,False,,False,False
0 days 00:42:15.676000,HAM,44,,4.0,2.0,0 days 00:40:09.719000,,,0 days 00:00:59.780000,0 days 00:00:33.652000,,0 days 00:41:42.087000,0 days 00:42:15.725000,300.0,151.0,233.0,229.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:26:22.231000,2020-08-29 13:11:22.263,12,,False,,False,False
0 days 00:43:57.690000,HAM,44,0 days 00:01:42.014000,5.0,2.0,,,0 days 00:00:30.593000,0 days 00:00:42.850000,0 days 00:00:28.571000,0 days 00:42:46.269000,0 days 00:43:29.119000,0 days 00:43:57.690000,325.0,219.0,229.0,305.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:42:15.676000,2020-08-29 13:27:15.708,1,,False,,False,True
0 days 00:46:14.295000,HAM,44,0 days 00:02:16.605000,6.0,2.0,,0 days 00:46:10.290000,0 days 00:00:38.590000,0 days 00:00:57.600000,0 days 00:00:40.415000,0 days 00:44:36.280000,0 days 00:45:33.880000,0 days 00:46:14.295000,215.0,175.0,,228.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:43:57.690000,2020-08-29 13:28:57.722,1,,False,,False,False
0 days 00:54:16.820000,HAM,44,,7.0,3.0,0 days 00:52:02.676000,,,0 days 00:01:06.348000,0 days 00:00:34.792000,,0 days 00:53:42.060000,0 days 00:54:16.871000,301.0,175.0,235.0,212.0,False,SOFT,1.0,True,Mercedes,0 days 00:46:14.295000,2020-08-29 13:31:14.327,1,,False,,False,False
0 days 00:56:00.853000,HAM,44,0 days 00:01:44.033000,8.0,3.0,,,0 days 00:00:30.337000,0 days 00:00:42.742000,0 days 00:00:30.954000,0 days 00:54:47.157000,0 days 00:55:29.899000,0 days 00:56:00.853000,328.0,219.0,122.0,307.0,False,SOFT,2.0,True,Mercedes,0 days 00:54:16.820000,2020-08-29 13:39:16.852,1,,False,,False,True
0 days 00:58:09.381000,HAM,44,0 days 00:02:08.528000,9.0,3.0,,0 days 00:58:05.117000,0 days 00:00:38.525000,0 days 00:00:53.385000,0 days 00:00:36.618000,0 days 00:56:39.378000,0 days 00:57:32.763000,0 days 00:58:09.381000,274.0,175.0,,237.0,False,SOFT,3.0,True,Mercedes,0 days 00:56:00.853000,2020-08-29 13:41:00.885,1,,False,,False,False
0 days 01:05:18.826000,HAM,44,,10.0,4.0,0 days 01:03:03.257000,,,0 days 00:01:06.022000,0 days 00:00:37.273000,,0 days 01:04:41.610000,0 days 01:05:18.862000,299.0,157.0,236.0,218.0,False,SOFT,1.0,True,Mercedes,0 days 00:58:09.381000,2020-08-29 13:43:09.413,1,,False,,False,False
0 days 01:07:00.277000,HAM,44,0 days 00:01:41.451000,11.0,4.0,,,0 days 00:00:30.463000,0 days 00:00:42.588000,0 days 00:00:28.400000,0 days 01:05:49.289000,0 days 01:06:31.877000,0 days 01:07:00.277000,326.0,220.0,229.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 01:05:18.826000,2020-08-29 13:50:18.858,1,,False,,False,True
0 days 01:09:00.664000,HAM,44,0 days 00:02:00.387000,12.0,4.0,,0 days 01:08:56.737000,0 days 00:00:34.303000,0 days 00:00:50.235000,0 days 00:00:35.849000,0 days 01:07:34.580000,0 days 01:08:24.815000,0 days 01:09:00.664000,254.0,201.0,,264.0,False,SOFT,3.0,True,Mercedes,0 days 01:07:00.277000,2020-08-29 13:52:00.309,1,,False,,False,False
0 days 01:13:16.796000,HAM,44,,13.0,5.0,0 days 01:10:59.671000,,,0 days 00:01:07.460000,0 days 00:00:35.008000,,0 days 01:12:41.788000,0 days 01:13:16.816000,269.0,149.0,237.0,202.0,False,SOFT,1.0,True,Mercedes,0 days 01:09:00.664000,2020-08-29 13:54:00.696,1,,False,,False,False
0 days 01:14:58.048000,HAM,44,0 days 00:01:41.252000,14.0,5.0,,,0 days 00:00:30.421000,0 days 00:00:42.466000,0 days 00:00:28.365000,0 days 01:13:47.217000,0 days 01:14:29.683000,0 days 01:14:58.048000,325.0,220.0,228.0,305.0,True,SOFT,2.0,True,Mercedes,0 days 01:13:16.796000,2020-08-29 13:58:16.828,1,,False,,False,True
0 days 01:17:11.519000,HAM,44,,15.0,5.0,,0 days 01:17:11.519000,0 days 00:00:38.352000,0 days 00:00:58.490000,,0 days 01:15:36.365000,0 days 01:16:34.886000,,230.0,168.0,,229.0,False,SOFT,3.0,True,Mercedes,0 days 01:14:58.048000,2020-08-29 13:59:58.080,1,,False,,False,False
0 days 00:22:30.264000,BOT,77,,1.0,1.0,0 days 00:19:58.517000,,,0 days 00:01:07.104000,0 days 00:00:50.828000,,0 days 00:21:39.455000,0 days 00:22:30.513000,286.0,128.0,233.0,193.0,False,SOFT,1.0,True,Mercedes,0 days 00:19:58.517000,2020-08-29 13:04:58.549,1,,False,,False,False
