Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:19:33.337000,ANT,12,,1.0,1.0,0 days 00:17:37.655000,,,0 days 00:00:43.746000,0 days 00:00:33.463000,,0 days 00:18:59.949000,0 days 00:19:33.567000,202.0,214.0,242.0,192.0,False,SOFT,4.0,False,Mercedes,0 days 00:17:37.655000,2026-07-04 15:04:33.467,1,,False,,False,False
0 days 00:21:03.056000,ANT,12,0 days 00:01:29.719000,2.0,1.0,,,0 days 00:00:28.836000,0 days 00:00:36.103000,0 days 00:00:24.780000,0 days 00:20:02.173000,0 days 00:20:38.276000,0 days 00:21:03.056000,297.0,264.0,236.0,300.0,True,SOFT,5.0,False,Mercedes,0 days 00:19:33.337000,2026-07-04 15:06:29.149,12,,False,,False,True
0 days 00:22:57.288000,ANT,12,0 days 00:01:54.232000,3.0,1.0,,0 days 00:22:51.342000,0 days 00:00:37.174000,0 days 00:00:48.537000,0 days 00:00:28.521000,0 days 00:21:40.230000,0 days 00:22:28.767000,0 days 00:22:57.288000,255.0,232.0,,284.0,False,SOFT,6.0,False,Mercedes,0 days 00:21:03.056000,2026-07-04 15:07:58.868,1,,False,,False,False
0 days 00:27:23.885000,ANT,12,,4.0,2.0,0 days 00:25:43.836000,,,0 days 00:00:41.007000,0 days 00:00:27.035000,,0 days 00:26:56.887000,0 days 00:27:24.133000,254.0,242.0,246.0,285.0,False,SOFT,8.0,False,Mercedes,0 days 00:22:57.288000,2026-07-04 15:09:53.100,1,,False,,False,False
0 days 00:28:54.146000,ANT,12,0 days 00:01:30.261000,5.0,2.0,,,0 days 00:00:28.857000,0 days 00:00:36.484000,0 days 00:00:24.920000,0 days 00:27:52.742000,0 days 00:28:29.226000,0 days 00:28:54.146000,296.0,263.0,230.0,299.0,False,SOFT,9.0,False,Mercedes,0 days 00:27:23.885000,2026-07-04 15:14:19.697,1,,False,,False,True
0 days 00:30:43.835000,ANT,12,0 days 00:01:49.689000,6.0,2.0,,0 days 00:30:37.815000,0 days 00:00:35.142000,0 days 00:00:44.525000,0 days 00:00:30.022000,0 days 00:29:29.288000,0 days 00:30:13.813000,0 days 00:30:43.835000,255.0,233.0,,260.0,False,SOFT,10.0,False,Mercedes,0 days 00:28:54.146000,2026-07-04 15:15:49.958,12,,False,,False,False
0 days 00:50:26.744000,ANT,12,,7.0,3.0,0 days 00:48:23.322000,,,0 days 00:00:41.831000,0 days 00:00:35.344000,,0 days 00:49:51.466000,0 days 00:50:26.744000,210.0,239.0,242.0,257.0,False,SOFT,1.0,True,Mercedes,0 days 00:30:43.835000,2026-07-04 15:17:39.647,12,,False,,False,False
0 days 00:52:23.493000,ANT,12,0 days 00:01:56.749000,8.0,3.0,,,0 days 00:00:37.484000,0 days 00:00:51.124000,0 days 00:00:28.141000,0 days 00:51:04.228000,0 days 00:51:55.352000,0 days 00:52:23.493000,112.0,217.0,245.0,280.0,False,SOFT,2.0,True,Mercedes,0 days 00:50:26.744000,2026-07-04 15:37:22.556,1,,True,TRACK LIMITS AT TURN 3 LAP 9 ,False,True
0 days 00:53:52.536000,ANT,12,0 days 00:01:29.043000,9.0,3.0,,,0 days 00:00:28.692000,0 days 00:00:35.864000,0 days 00:00:24.487000,0 days 00:52:52.185000,0 days 00:53:28.049000,0 days 00:53:52.536000,296.0,266.0,245.0,300.0,True,SOFT,3.0,True,Mercedes,0 days 00:52:23.493000,2026-07-04 15:39:19.305,1,,False,,False,True
0 days 00:55:33.996000,ANT,12,0 days 00:01:41.460000,10.0,3.0,,0 days 00:55:27.480000,0 days 00:00:32.843000,0 days 00:00:41.288000,0 days 00:00:27.329000,0 days 00:54:25.379000,0 days 00:55:06.667000,0 days 00:55:33.996000,266.0,225.0,,280.0,False,SOFT,4.0,True,Mercedes,0 days 00:53:52.536000,2026-07-04 15:40:48.348,1,,False,,False,False
