Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:41.267000,BOT,77,,1.0,1.0,0 days 00:20:38.094000,,,0 days 00:00:44.353000,0 days 00:00:42.868000,,0 days 00:21:58.439000,0 days 00:22:41.618000,176.0,148.0,214.0,300.0,False,SOFT,1.0,True,Mercedes,0 days 00:20:38.094000,2019-11-02 21:05:39.096,1,,False,,False,False
0 days 00:24:15.017000,BOT,77,0 days 00:01:33.750000,2.0,1.0,,,0 days 00:00:25.276000,0 days 00:00:37.363000,0 days 00:00:31.111000,0 days 00:23:06.543000,0 days 00:23:43.906000,0 days 00:24:15.017000,241.0,194.0,214.0,318.0,True,SOFT,2.0,True,Mercedes,0 days 00:22:41.267000,2019-11-02 21:07:42.269,1,,False,,False,True
0 days 00:26:35.568000,BOT,77,0 days 00:02:20.551000,3.0,1.0,,,0 days 00:00:37.869000,0 days 00:00:54.757000,0 days 00:00:47.925000,0 days 00:24:52.886000,0 days 00:25:47.643000,0 days 00:26:35.568000,144.0,118.0,215.0,241.0,False,SOFT,3.0,True,Mercedes,0 days 00:24:15.017000,2019-11-02 21:09:16.019,1,,False,,False,True
0 days 00:28:09.598000,BOT,77,0 days 00:01:34.030000,4.0,1.0,,,0 days 00:00:25.547000,0 days 00:00:37.273000,0 days 00:00:31.210000,0 days 00:27:01.115000,0 days 00:27:38.388000,0 days 00:28:09.598000,240.0,194.0,211.0,317.0,False,SOFT,4.0,True,Mercedes,0 days 00:26:35.568000,2019-11-02 21:11:36.570,1,,False,,False,True
0 days 00:30:01.722000,BOT,77,0 days 00:01:52.124000,5.0,1.0,,0 days 00:30:00.870000,0 days 00:00:31.352000,0 days 00:00:43.406000,0 days 00:00:37.366000,0 days 00:28:40.950000,0 days 00:29:24.356000,0 days 00:30:01.722000,182.0,176.0,,288.0,False,SOFT,5.0,True,Mercedes,0 days 00:28:09.598000,2019-11-02 21:13:10.600,1,,False,,False,False
0 days 00:43:18.546000,BOT,77,,6.0,2.0,0 days 00:41:22.910000,,,0 days 00:00:42.738000,0 days 00:00:44.102000,,0 days 00:42:35.112000,0 days 00:43:19.136000,192.0,182.0,217.0,298.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:30:01.722000,2019-11-02 21:15:02.724,1,,False,,False,False
0 days 00:44:51.706000,BOT,77,0 days 00:01:33.160000,7.0,2.0,,,0 days 00:00:25.055000,0 days 00:00:37.298000,0 days 00:00:30.807000,0 days 00:43:43.601000,0 days 00:44:20.899000,0 days 00:44:51.706000,248.0,194.0,214.0,318.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:43:18.546000,2019-11-02 21:28:19.548,1,,False,,False,True
0 days 00:46:50.696000,BOT,77,0 days 00:01:58.990000,8.0,2.0,,0 days 00:46:49.493000,0 days 00:00:31.226000,0 days 00:00:45.581000,0 days 00:00:42.183000,0 days 00:45:22.932000,0 days 00:46:08.513000,0 days 00:46:50.696000,169.0,152.0,,266.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:44:51.706000,2019-11-02 21:29:52.708,1,,False,,False,False
0 days 00:54:24.854000,BOT,77,,9.0,3.0,0 days 00:52:19.023000,,,0 days 00:00:43.937000,0 days 00:00:51.130000,,0 days 00:53:33.938000,0 days 00:54:24.975000,188.0,156.0,219.0,301.0,False,SOFT,1.0,True,Mercedes,0 days 00:46:50.696000,2019-11-02 21:31:51.698,1,,False,,False,False
0 days 00:55:59.239000,BOT,77,0 days 00:01:34.385000,10.0,3.0,,,0 days 00:00:25.101000,0 days 00:00:36.957000,0 days 00:00:32.327000,0 days 00:54:49.955000,0 days 00:55:26.912000,0 days 00:55:59.239000,246.0,196.0,176.0,319.0,False,SOFT,2.0,True,Mercedes,0 days 00:54:24.854000,2019-11-02 21:39:25.856,1,,False,,False,True
0 days 00:58:05.615000,BOT,77,0 days 00:02:06.376000,11.0,3.0,,0 days 00:58:08.154000,0 days 00:00:34.723000,0 days 00:00:49.700000,0 days 00:00:41.953000,0 days 00:56:33.962000,0 days 00:57:23.662000,0 days 00:58:05.615000,190.0,138.0,,194.0,False,SOFT,3.0,True,Mercedes,0 days 00:55:59.239000,2019-11-02 21:41:00.241,1,,False,,False,False
0 days 01:05:58.931000,BOT,77,,12.0,4.0,0 days 01:04:05.678000,,,0 days 00:00:44.270000,0 days 00:00:39.746000,,0 days 01:05:20.019000,0 days 01:05:59.734000,186.0,164.0,221.0,303.0,False,SOFT,1.0,True,Mercedes,0 days 00:58:05.615000,2019-11-02 21:43:06.617,1,,False,,False,False
0 days 01:07:30.960000,BOT,77,0 days 00:01:32.029000,13.0,4.0,,,0 days 00:00:24.758000,0 days 00:00:36.718000,0 days 00:00:30.553000,0 days 01:06:23.689000,0 days 01:07:00.407000,0 days 01:07:30.960000,246.0,196.0,215.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 01:05:58.931000,2019-11-02 21:50:59.933,1,,False,,False,True
0 days 01:09:21.519000,BOT,77,0 days 00:01:50.559000,14.0,4.0,,0 days 01:09:20.469000,0 days 00:00:30.487000,0 days 00:00:42.881000,0 days 00:00:37.191000,0 days 01:08:01.447000,0 days 01:08:44.328000,0 days 01:09:21.519000,191.0,169.0,,275.0,False,SOFT,3.0,True,Mercedes,0 days 01:07:30.960000,2019-11-02 21:52:31.962,1,,False,,False,False
0 days 01:14:39.828000,BOT,77,,15.0,5.0,0 days 01:12:33.966000,,,0 days 00:00:44.837000,0 days 00:00:51.265000,,0 days 01:13:48.612000,0 days 01:14:40.201000,188.0,97.0,220.0,298.0,False,SOFT,1.0,True,Mercedes,0 days 01:09:21.519000,2019-11-02 21:54:22.521,1,,False,,False,False
0 days 01:16:12.207000,BOT,77,0 days 00:01:32.379000,16.0,5.0,,,0 days 00:00:24.719000,0 days 00:00:37.017000,0 days 00:00:30.643000,0 days 01:15:04.547000,0 days 01:15:41.564000,0 days 01:16:12.207000,250.0,198.0,211.0,319.0,False,SOFT,2.0,True,Mercedes,0 days 01:14:39.828000,2019-11-02 21:59:40.830,1,,False,,False,True
0 days 01:18:16.753000,BOT,77,0 days 00:02:04.546000,17.0,5.0,,,0 days 00:00:32.849000,0 days 00:00:49.491000,0 days 00:00:42.206000,0 days 01:16:45.056000,0 days 01:17:34.547000,0 days 01:18:16.753000,200.0,134.0,115.0,205.0,False,SOFT,3.0,True,Mercedes,0 days 01:16:12.207000,2019-11-02 22:01:13.209,1,,False,,False,True
0 days 00:21:24.765000,VET,5,,1.0,1.0,0 days 00:19:23.045000,,,0 days 00:00:46.132000,0 days 00:00:46.538000,,0 days 00:20:38.373000,0 days 00:21:24.984000,174.0,154.0,220.0,277.0,False,SOFT,1.0,True,Ferrari,0 days 00:19:23.045000,2019-11-02 21:04:24.047,1,,False,,False,False
0 days 00:23:24.260000,VET,5,0 days 00:01:59.495000,2.0,1.0,,,0 days 00:00:29.482000,0 days 00:00:46.343000,0 days 00:00:43.670000,0 days 00:21:54.247000,0 days 00:22:40.590000,0 days 00:23:24.260000,201.0,96.0,220.0,291.0,True,SOFT,2.0,True,Ferrari,0 days 00:21:24.765000,2019-11-02 21:06:25.767,1,,False,,False,True
0 days 00:24:58.026000,VET,5,0 days 00:01:33.766000,3.0,1.0,,,0 days 00:00:25.168000,0 days 00:00:37.318000,0 days 00:00:31.280000,0 days 00:23:49.428000,0 days 00:24:26.746000,0 days 00:24:58.026000,238.0,193.0,215.0,325.0,True,SOFT,3.0,True,Ferrari,0 days 00:23:24.260000,2019-11-02 21:08:25.262,1,,False,,False,True
0 days 00:26:57.846000,VET,5,0 days 00:01:59.820000,4.0,1.0,,0 days 00:26:56.377000,0 days 00:00:30.686000,0 days 00:00:50.825000,0 days 00:00:38.309000,0 days 00:25:28.712000,0 days 00:26:19.537000,0 days 00:26:57.846000,193.0,158.0,,229.0,False,SOFT,4.0,True,Ferrari,0 days 00:24:58.026000,2019-11-02 21:09:59.028,1,,False,,False,False
0 days 00:43:24.322000,VET,5,,5.0,2.0,0 days 00:41:29.337000,,,0 days 00:00:44.217000,0 days 00:00:43.392000,,0 days 00:42:40.936000,0 days 00:43:24.901000,198.0,174.0,222.0,280.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:26:57.846000,2019-11-02 21:11:58.848,1,,False,,False,False
0 days 00:44:57.520000,VET,5,0 days 00:01:33.198000,6.0,2.0,,,0 days 00:00:25.006000,0 days 00:00:37.273000,0 days 00:00:30.919000,0 days 00:43:49.328000,0 days 00:44:26.601000,0 days 00:44:57.520000,242.0,195.0,217.0,323.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:43:24.322000,2019-11-02 21:28:25.324,1,,False,,False,True
0 days 00:46:52.910000,VET,5,0 days 00:01:55.390000,7.0,2.0,,0 days 00:46:51.864000,0 days 00:00:32.234000,0 days 00:00:45.297000,0 days 00:00:37.859000,0 days 00:45:29.754000,0 days 00:46:15.051000,0 days 00:46:52.910000,174.0,157.0,,249.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:44:57.520000,2019-11-02 21:29:58.522,1,,False,,False,False
0 days 00:54:01.383000,VET,5,,8.0,3.0,0 days 00:51:54.588000,,,0 days 00:00:42.320000,0 days 00:00:57.879000,,0 days 00:53:03.514000,0 days 00:54:01.800000,193.0,175.0,221.0,282.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:46:52.910000,2019-11-02 21:31:53.912,1,,False,,False,False
0 days 00:55:34.165000,VET,5,0 days 00:01:32.782000,9.0,3.0,,,0 days 00:00:24.940000,0 days 00:00:37.035000,0 days 00:00:30.807000,0 days 00:54:26.323000,0 days 00:55:03.358000,0 days 00:55:34.165000,243.0,193.0,215.0,324.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:54:01.383000,2019-11-02 21:39:02.385,1,,False,,False,True
0 days 00:57:38.011000,VET,5,0 days 00:02:03.846000,10.0,3.0,,0 days 00:57:36.959000,0 days 00:00:35.552000,0 days 00:00:47.332000,0 days 00:00:40.962000,0 days 00:56:09.717000,0 days 00:56:57.049000,0 days 00:57:38.011000,165.0,150.0,,243.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:55:34.165000,2019-11-02 21:40:35.167,1,,False,,False,False
0 days 01:06:05.121000,VET,5,,11.0,4.0,0 days 01:04:14.631000,,,0 days 00:00:43.796000,0 days 00:00:38.454000,,0 days 01:05:26.667000,0 days 01:06:05.542000,188.0,167.0,223.0,283.0,False,SOFT,1.0,True,Ferrari,0 days 00:57:38.011000,2019-11-02 21:42:39.013,1,,False,,False,False
0 days 01:07:37.162000,VET,5,0 days 00:01:32.041000,12.0,4.0,,,0 days 00:00:24.615000,0 days 00:00:36.765000,0 days 00:00:30.661000,0 days 01:06:29.736000,0 days 01:07:06.501000,0 days 01:07:37.162000,243.0,196.0,216.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 01:06:05.121000,2019-11-02 21:51:06.123,1,,False,,False,True
