Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:07:58.559000,VET,5,0 days 00:01:23.637000,1.0,1.0,0 days 00:06:36.434000,,0 days 00:00:25.184000,0 days 00:00:25.981000,0 days 00:00:32.472000,0 days 00:07:00.121000,0 days 00:07:26.106000,0 days 00:07:58.688000,239.0,260.0,296.0,293.0,False,HYPERSOFT,1.0,True,Ferrari,0 days 00:06:36.434000,2018-06-09 18:02:47.507,,,False,,False,False
0 days 00:09:10.669000,VET,5,0 days 00:01:12.110000,2.0,1.0,,,0 days 00:00:20.032000,0 days 00:00:23.142000,0 days 00:00:28.936000,0 days 00:08:18.591000,0 days 00:08:41.733000,0 days 00:09:10.669000,262.0,285.0,297.0,321.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 00:07:58.559000,2018-06-09 18:04:09.632,,,False,,False,False
0 days 00:10:41.407000,VET,5,0 days 00:01:30.738000,3.0,1.0,,,0 days 00:00:25.930000,0 days 00:00:29.780000,0 days 00:00:35.028000,0 days 00:09:36.599000,0 days 00:10:06.379000,0 days 00:10:41.407000,187.0,231.0,297.0,271.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 00:09:10.669000,2018-06-09 18:05:21.742,,,False,,False,False
0 days 00:11:53.231000,VET,5,0 days 00:01:11.824000,4.0,1.0,,,0 days 00:00:19.834000,0 days 00:00:22.905000,0 days 00:00:29.085000,0 days 00:11:01.241000,0 days 00:11:24.146000,0 days 00:11:53.231000,263.0,286.0,303.0,326.0,True,HYPERSOFT,4.0,True,Ferrari,0 days 00:10:41.407000,2018-06-09 18:06:52.480,,,False,,False,False
0 days 00:13:30.740000,VET,5,0 days 00:01:37.509000,5.0,1.0,,,0 days 00:00:25.117000,0 days 00:00:32.930000,0 days 00:00:39.462000,0 days 00:12:18.348000,0 days 00:12:51.278000,0 days 00:13:30.740000,192.0,236.0,297.0,170.0,False,HYPERSOFT,5.0,True,Ferrari,0 days 00:11:53.231000,2018-06-09 18:08:04.304,,,False,,False,False
0 days 00:14:42.450000,VET,5,0 days 00:01:11.710000,6.0,1.0,,,0 days 00:00:19.819000,0 days 00:00:23.015000,0 days 00:00:28.876000,0 days 00:13:50.559000,0 days 00:14:13.574000,0 days 00:14:42.450000,264.0,284.0,297.0,323.0,True,HYPERSOFT,6.0,True,Ferrari,0 days 00:13:30.740000,2018-06-09 18:09:41.813,,,False,,False,False
0 days 00:29:20.085000,VET,5,,7.0,1.0,,0 days 00:16:01.052000,0 days 00:00:22.674000,0 days 00:00:25.650000,,0 days 00:15:05.141000,0 days 00:15:30.806000,,234.0,258.0,,264.0,False,HYPERSOFT,7.0,True,Ferrari,0 days 00:14:42.450000,2018-06-09 18:10:53.523,,,False,,False,False
0 days 00:30:45.513000,VET,5,0 days 00:01:25.428000,8.0,2.0,0 days 00:29:21.443000,,0 days 00:00:24.717000,0 days 00:00:26.339000,0 days 00:00:34.372000,0 days 00:29:44.802000,0 days 00:30:11.141000,0 days 00:30:45.513000,247.0,262.0,298.0,201.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:29:20.085000,2018-06-09 18:25:31.158,,,False,,False,False
0 days 00:31:57.037000,VET,5,0 days 00:01:11.524000,9.0,2.0,,,0 days 00:00:19.645000,0 days 00:00:22.923000,0 days 00:00:28.956000,0 days 00:31:05.158000,0 days 00:31:28.081000,0 days 00:31:57.037000,266.0,288.0,299.0,326.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:30:45.513000,2018-06-09 18:26:56.586,1,,False,,False,True
0 days 00:40:30.552000,VET,5,,10.0,2.0,,0 days 00:33:20.977000,0 days 00:00:25.826000,0 days 00:00:28.702000,,0 days 00:32:22.879000,0 days 00:32:51.569000,,197.0,237.0,,246.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:31:57.037000,2018-06-09 18:28:08.110,1,,False,,False,False
