Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:23:09.365000,VER,33,,1.0,1.0,0 days 00:21:54.374000,,,0 days 00:00:40.908000,0 days 00:00:16.899000,,0 days 00:22:52.750000,0 days 00:23:09.529000,290.0,257.0,319.0,,False,SOFT,1.0,True,Red Bull Racing,0 days 00:21:54.374000,2019-11-16 18:06:54.673,1,,False,,False,False
0 days 00:24:17.607000,VER,33,0 days 00:01:08.242000,2.0,1.0,,,0 days 00:00:17.612000,0 days 00:00:34.643000,0 days 00:00:15.987000,0 days 00:23:26.977000,0 days 00:24:01.620000,0 days 00:24:17.607000,324.0,267.0,324.0,324.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:23:09.365000,2019-11-16 18:08:09.664,1,,False,,False,True
0 days 00:25:47.837000,VER,33,0 days 00:01:30.230000,3.0,1.0,,0 days 00:25:44.861000,0 days 00:00:20.645000,0 days 00:00:47.403000,0 days 00:00:22.182000,0 days 00:24:38.252000,0 days 00:25:25.655000,0 days 00:25:47.837000,289.0,217.0,,266.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:24:17.607000,2019-11-16 18:09:17.906,1,,False,,False,False
0 days 00:45:12.222000,VER,33,,4.0,2.0,0 days 00:43:45.994000,,,0 days 00:00:51.610000,0 days 00:00:17.019000,,0 days 00:44:55.430000,0 days 00:45:12.273000,297.0,171.0,323.0,266.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:25:47.837000,2019-11-16 18:10:48.136,1,,False,,False,False
0 days 00:46:19.725000,VER,33,0 days 00:01:07.503000,5.0,2.0,,,0 days 00:00:17.425000,0 days 00:00:34.245000,0 days 00:00:15.833000,0 days 00:45:29.647000,0 days 00:46:03.892000,0 days 00:46:19.725000,328.0,270.0,324.0,328.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:45:12.222000,2019-11-16 18:30:12.521,1,,False,,False,True
0 days 00:47:49.734000,VER,33,0 days 00:01:30.009000,6.0,2.0,,0 days 00:47:46.869000,0 days 00:00:22.509000,0 days 00:00:44.078000,0 days 00:00:23.422000,0 days 00:46:42.234000,0 days 00:47:26.312000,0 days 00:47:49.734000,244.0,194.0,,280.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:46:19.725000,2019-11-16 18:31:20.024,1,,False,,False,False
0 days 01:07:13.144000,VER,33,,7.0,3.0,0 days 01:05:43.583000,,,0 days 00:00:54.018000,0 days 00:00:17.241000,,0 days 01:06:56.626000,0 days 01:07:13.722000,277.0,227.0,325.0,280.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:47:49.734000,2019-11-16 18:32:50.033,12,,False,,False,False
0 days 01:08:20.767000,VER,33,0 days 00:01:07.623000,8.0,3.0,,,0 days 00:00:17.446000,0 days 00:00:34.350000,0 days 00:00:15.827000,0 days 01:07:30.590000,0 days 01:08:04.940000,0 days 01:08:20.767000,327.0,269.0,324.0,330.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:07:13.144000,2019-11-16 18:52:13.443,1,,False,,False,True
0 days 01:09:40.668000,VER,33,0 days 00:01:19.901000,9.0,3.0,,0 days 01:09:37.666000,0 days 00:00:20.019000,0 days 00:00:37.757000,0 days 00:00:22.125000,0 days 01:08:40.786000,0 days 01:09:18.543000,0 days 01:09:40.668000,298.0,242.0,,271.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:08:20.767000,2019-11-16 18:53:21.066,1,,False,,False,False
0 days 01:14:18.849000,VER,33,,10.0,4.0,0 days 01:12:52.061000,,,0 days 00:00:47.214000,0 days 00:00:17.201000,,0 days 01:14:02.178000,0 days 01:14:18.862000,295.0,222.0,322.0,271.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:09:40.668000,2019-11-16 18:54:40.967,1,,False,,False,False
0 days 01:15:26.357000,VER,33,0 days 00:01:07.508000,11.0,4.0,,,0 days 00:00:17.462000,0 days 00:00:34.195000,0 days 00:00:15.851000,0 days 01:14:36.311000,0 days 01:15:10.506000,0 days 01:15:26.357000,326.0,269.0,325.0,327.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:18.849000,2019-11-16 18:59:19.148,1,,False,,False,True
0 days 01:17:05.153000,VER,33,0 days 00:01:38.796000,12.0,4.0,,0 days 01:17:02.379000,0 days 00:00:24.604000,0 days 00:00:45.847000,0 days 00:00:28.345000,0 days 01:15:50.961000,0 days 01:16:36.808000,0 days 01:17:05.153000,227.0,186.0,,288.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:15:26.357000,2019-11-16 19:00:26.656,1,,False,,False,False
0 days 00:20:42.317000,VET,5,,1.0,1.0,0 days 00:19:16.110000,,,0 days 00:00:48.879000,0 days 00:00:17.784000,,0 days 00:20:24.533000,0 days 00:20:42.662000,260.0,212.0,321.0,,False,SOFT,1.0,True,Ferrari,0 days 00:19:16.110000,2019-11-16 18:04:16.409,1,,False,,False,False
0 days 00:21:50.873000,VET,5,0 days 00:01:08.556000,2.0,1.0,,,0 days 00:00:17.780000,0 days 00:00:34.900000,0 days 00:00:15.876000,0 days 00:21:00.097000,0 days 00:21:34.997000,0 days 00:21:50.873000,323.0,268.0,326.0,322.0,True,SOFT,2.0,True,Ferrari,0 days 00:20:42.317000,2019-11-16 18:05:42.616,1,,False,,False,True
0 days 00:23:27.686000,VET,5,0 days 00:01:36.813000,3.0,1.0,,,0 days 00:00:23.586000,0 days 00:00:55.796000,0 days 00:00:17.431000,0 days 00:22:14.459000,0 days 00:23:10.255000,0 days 00:23:27.686000,242.0,139.0,324.0,260.0,False,SOFT,3.0,True,Ferrari,0 days 00:21:50.873000,2019-11-16 18:06:51.172,1,,False,,False,True
