Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:21:55.772000,HAM,44,,1.0,1.0,0 days 00:19:57.280000,,,0 days 00:00:47.821000,0 days 00:00:36.385000,,0 days 00:21:19.387000,0 days 00:21:56.042000,176.0,180.0,281.0,203.0,False,SOFT,1.0,True,Mercedes,0 days 00:19:57.280000,2020-08-15 13:04:57.303,1,,False,,False,False
0 days 00:23:12.809000,HAM,44,0 days 00:01:17.037000,2.0,1.0,,,0 days 00:00:21.854000,0 days 00:00:28.416000,0 days 00:00:26.767000,0 days 00:22:17.626000,0 days 00:22:46.042000,0 days 00:23:12.809000,290.0,308.0,284.0,311.0,True,SOFT,2.0,True,Mercedes,0 days 00:21:55.772000,2020-08-15 13:06:55.795,1,,False,,False,True
0 days 00:24:53.847000,HAM,44,0 days 00:01:41.038000,3.0,1.0,,0 days 00:24:51.172000,0 days 00:00:27.663000,0 days 00:00:31.004000,0 days 00:00:42.371000,0 days 00:23:40.472000,0 days 00:24:11.476000,0 days 00:24:53.847000,250.0,273.0,,295.0,False,SOFT,3.0,True,Mercedes,0 days 00:23:12.809000,2020-08-15 13:08:12.832,1,,False,,False,False
0 days 00:32:23.221000,HAM,44,,4.0,2.0,0 days 00:30:00.195000,,,0 days 00:00:53.349000,0 days 00:00:52.511000,,0 days 00:31:30.710000,0 days 00:32:23.491000,167.0,206.0,281.0,173.0,False,SOFT,4.0,False,Mercedes,0 days 00:24:53.847000,2020-08-15 13:09:53.870,1,,False,,False,False
0 days 00:33:40.093000,HAM,44,0 days 00:01:16.872000,5.0,2.0,,,0 days 00:00:21.719000,0 days 00:00:28.408000,0 days 00:00:26.745000,0 days 00:32:44.940000,0 days 00:33:13.348000,0 days 00:33:40.093000,290.0,305.0,285.0,316.0,True,SOFT,5.0,False,Mercedes,0 days 00:32:23.221000,2020-08-15 13:17:23.244,1,,False,,False,True
0 days 00:35:11.202000,HAM,44,0 days 00:01:31.109000,6.0,2.0,,0 days 00:35:06.881000,0 days 00:00:25.828000,0 days 00:00:32.647000,0 days 00:00:32.634000,0 days 00:34:05.921000,0 days 00:34:38.568000,0 days 00:35:11.202000,240.0,289.0,,298.0,False,SOFT,6.0,False,Mercedes,0 days 00:33:40.093000,2020-08-15 13:18:40.116,1,,False,,False,False
0 days 00:42:50.237000,HAM,44,,7.0,3.0,0 days 00:40:49.761000,,,0 days 00:00:49.592000,0 days 00:00:35.097000,,0 days 00:42:15.184000,0 days 00:42:50.326000,156.0,212.0,285.0,212.0,False,SOFT,1.0,True,Mercedes,0 days 00:35:11.202000,2020-08-15 13:20:11.225,1,,False,,False,False
0 days 00:44:06.250000,HAM,44,0 days 00:01:16.013000,8.0,3.0,,,0 days 00:00:21.501000,0 days 00:00:28.040000,0 days 00:00:26.472000,0 days 00:43:11.738000,0 days 00:43:39.778000,0 days 00:44:06.250000,291.0,308.0,288.0,315.0,True,SOFT,2.0,True,Mercedes,0 days 00:42:50.237000,2020-08-15 13:27:50.260,1,,False,,False,True
0 days 00:45:57.448000,HAM,44,0 days 00:01:51.198000,9.0,3.0,,0 days 00:45:41.597000,0 days 00:00:25.372000,0 days 00:00:35.154000,0 days 00:00:50.672000,0 days 00:44:31.622000,0 days 00:45:06.776000,0 days 00:45:57.448000,231.0,212.0,,301.0,False,SOFT,3.0,True,Mercedes,0 days 00:44:06.250000,2020-08-15 13:29:06.273,1,,False,,False,False
0 days 01:06:03.716000,HAM,44,,10.0,4.0,0 days 01:03:44.434000,,,0 days 00:00:48.025000,0 days 00:00:56.402000,,0 days 01:05:07.317000,0 days 01:06:03.761000,164.0,176.0,286.0,208.0,False,SOFT,1.0,True,Mercedes,0 days 00:45:57.448000,2020-08-15 13:30:57.471,1,,False,,False,False
