Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:21:35.181000,HAM,44,,1.0,1.0,0 days 00:19:47.790000,,,0 days 00:00:34.619000,0 days 00:00:32.104000,,0 days 00:21:03.077000,0 days 00:21:35.465000,293.0,310.0,316.0,150.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:19:47.790000,2020-09-05 13:04:48.831,1,,False,,False,False
0 days 00:22:54.720000,HAM,44,0 days 00:01:19.539000,2.0,1.0,,,0 days 00:00:26.853000,0 days 00:00:26.535000,0 days 00:00:26.151000,0 days 00:22:02.034000,0 days 00:22:28.569000,0 days 00:22:54.720000,325.0,331.0,317.0,337.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:21:35.181000,2020-09-05 13:06:36.222,1,,False,,False,True
0 days 00:24:38.284000,HAM,44,0 days 00:01:43.564000,3.0,1.0,,0 days 00:24:34.507000,0 days 00:00:31.360000,0 days 00:00:34.406000,0 days 00:00:37.798000,0 days 00:23:26.080000,0 days 00:24:00.486000,0 days 00:24:38.284000,291.0,242.0,,243.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:22:54.720000,2020-09-05 13:07:55.761,1,,False,,False,False
0 days 00:31:49.350000,HAM,44,,4.0,2.0,0 days 00:29:59.090000,,,0 days 00:00:33.424000,0 days 00:00:37.892000,,0 days 00:31:11.549000,0 days 00:31:49.635000,305.0,300.0,313.0,139.0,False,MEDIUM,4.0,False,Mercedes,0 days 00:24:38.284000,2020-09-05 13:09:39.325,1,,False,,False,False
0 days 00:33:08.864000,HAM,44,0 days 00:01:19.514000,5.0,2.0,,,0 days 00:00:26.879000,0 days 00:00:26.449000,0 days 00:00:26.186000,0 days 00:32:16.229000,0 days 00:32:42.678000,0 days 00:33:08.864000,325.0,331.0,311.0,336.0,True,MEDIUM,5.0,False,Mercedes,0 days 00:31:49.350000,2020-09-05 13:16:50.391,1,,False,,False,True
0 days 00:34:58.508000,HAM,44,0 days 00:01:49.644000,6.0,2.0,,0 days 00:34:54.714000,0 days 00:00:35.888000,0 days 00:00:35.173000,0 days 00:00:38.583000,0 days 00:33:44.752000,0 days 00:34:19.925000,0 days 00:34:58.508000,249.0,246.0,,196.0,False,MEDIUM,6.0,False,Mercedes,0 days 00:33:08.864000,2020-09-05 13:18:09.905,1,,False,,False,False
0 days 00:42:22.664000,HAM,44,,7.0,3.0,0 days 00:40:35.326000,,,0 days 00:00:36.064000,0 days 00:00:36.512000,,0 days 00:41:46.165000,0 days 00:42:22.716000,301.0,307.0,316.0,198.0,False,SOFT,1.0,True,Mercedes,0 days 00:34:58.508000,2020-09-05 13:19:59.549,1,,False,,False,False
0 days 00:43:41.756000,HAM,44,0 days 00:01:19.092000,8.0,3.0,,,0 days 00:00:26.677000,0 days 00:00:26.389000,0 days 00:00:26.026000,0 days 00:42:49.341000,0 days 00:43:15.730000,0 days 00:43:41.756000,325.0,331.0,315.0,337.0,True,SOFT,2.0,True,Mercedes,0 days 00:42:22.664000,2020-09-05 13:27:23.705,1,,False,,False,True
0 days 00:45:31.572000,HAM,44,0 days 00:01:49.816000,9.0,3.0,,0 days 00:45:27.734000,0 days 00:00:33.238000,0 days 00:00:35.049000,0 days 00:00:41.529000,0 days 00:44:14.994000,0 days 00:44:50.043000,0 days 00:45:31.572000,253.0,285.0,,250.0,False,SOFT,3.0,True,Mercedes,0 days 00:43:41.756000,2020-09-05 13:28:42.797,1,,False,,False,False
0 days 00:53:40.828000,HAM,44,,10.0,4.0,0 days 00:51:39.841000,,,0 days 00:00:35.816000,0 days 00:00:37.604000,,0 days 00:53:03.224000,0 days 00:53:40.908000,281.0,313.0,314.0,114.0,False,SOFT,1.0,True,Mercedes,0 days 00:45:31.572000,2020-09-05 13:30:32.613,1,,False,,False,False
0 days 00:55:00.330000,HAM,44,0 days 00:01:19.502000,11.0,4.0,,,0 days 00:00:26.566000,0 days 00:00:26.365000,0 days 00:00:26.571000,0 days 00:54:07.394000,0 days 00:54:33.759000,0 days 00:55:00.330000,326.0,334.0,291.0,341.0,False,SOFT,2.0,True,Mercedes,0 days 00:53:40.828000,2020-09-05 13:38:41.869,12,,False,,False,True
0 days 00:56:46.757000,HAM,44,0 days 00:01:46.427000,12.0,4.0,,0 days 00:56:42.915000,0 days 00:00:32.333000,0 days 00:00:36.170000,0 days 00:00:37.924000,0 days 00:55:32.663000,0 days 00:56:08.833000,0 days 00:56:46.757000,273.0,255.0,,244.0,False,SOFT,3.0,True,Mercedes,0 days 00:55:00.330000,2020-09-05 13:40:01.371,1,,False,,False,False
0 days 01:04:54.911000,HAM,44,,13.0,5.0,0 days 01:03:06.899000,,,0 days 00:00:36.039000,0 days 00:00:38.470000,,0 days 01:04:16.490000,0 days 01:04:54.985000,291.0,297.0,314.0,217.0,False,SOFT,1.0,True,Mercedes,0 days 00:56:46.757000,2020-09-05 13:41:47.798,1,,False,,False,False
0 days 01:06:13.979000,HAM,44,0 days 00:01:19.068000,14.0,5.0,,,0 days 00:00:26.647000,0 days 00:00:26.407000,0 days 00:00:26.014000,0 days 01:05:21.558000,0 days 01:05:47.965000,0 days 01:06:13.979000,325.0,330.0,316.0,337.0,True,SOFT,2.0,True,Mercedes,0 days 01:04:54.911000,2020-09-05 13:49:55.952,1,,False,,False,True
0 days 01:07:50.399000,HAM,44,0 days 00:01:36.420000,15.0,5.0,,0 days 01:07:46.604000,0 days 00:00:30.213000,0 days 00:00:32.513000,0 days 00:00:33.694000,0 days 01:06:44.192000,0 days 01:07:16.705000,0 days 01:07:50.399000,283.0,296.0,,274.0,False,SOFT,3.0,True,Mercedes,0 days 01:06:13.979000,2020-09-05 13:51:15.020,1,,False,,False,False
0 days 01:11:28.951000,HAM,44,,16.0,6.0,0 days 01:09:39.468000,,,0 days 00:00:36.487000,0 days 00:00:34.473000,,0 days 01:10:54.524000,0 days 01:11:29.014000,277.0,299.0,314.0,183.0,False,SOFT,1.0,True,Mercedes,0 days 01:07:50.399000,2020-09-05 13:52:51.440,1,,False,,False,False
0 days 01:12:47.838000,HAM,44,0 days 00:01:18.887000,17.0,6.0,,,0 days 00:00:26.618000,0 days 00:00:26.180000,0 days 00:00:26.089000,0 days 01:11:55.569000,0 days 01:12:21.749000,0 days 01:12:47.838000,325.0,329.0,315.0,338.0,True,SOFT,2.0,True,Mercedes,0 days 01:11:28.951000,2020-09-05 13:56:29.992,1,,False,,False,True
0 days 01:14:45.200000,HAM,44,0 days 00:01:57.362000,18.0,6.0,,0 days 01:14:35.258000,0 days 00:00:33.549000,0 days 00:00:37.677000,0 days 00:00:46.136000,0 days 01:13:21.387000,0 days 01:13:59.064000,0 days 01:14:45.200000,220.0,231.0,,246.0,False,SOFT,3.0,True,Mercedes,0 days 01:12:47.838000,2020-09-05 13:57:48.879,1,,False,,False,False
0 days 00:21:20.118000,BOT,77,,1.0,1.0,0 days 00:19:43.802000,,,0 days 00:00:34.611000,0 days 00:00:29.625000,,0 days 00:20:50.531000,0 days 00:21:20.416000,302.0,307.0,315.0,243.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:19:43.802000,2020-09-05 13:04:44.843,1,,False,,False,False
0 days 00:22:39.904000,BOT,77,0 days 00:01:19.786000,2.0,1.0,,,0 days 00:00:26.887000,0 days 00:00:26.616000,0 days 00:00:26.283000,0 days 00:21:47.005000,0 days 00:22:13.621000,0 days 00:22:39.904000,322.0,329.0,314.0,332.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:21:20.118000,2020-09-05 13:06:21.159,1,,False,,False,True
