Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:24.178000,HAM,44,,1.0,1.0,0 days 00:20:09.764000,,,0 days 00:00:53.146000,0 days 00:00:44.476000,,0 days 00:21:39.702000,0 days 00:22:24.312000,252.0,231.0,257.0,,False,ULTRASOFT,1.0,True,Mercedes,0 days 00:20:09.764000,2018-09-15 13:05:09.815,1,,False,,False,False
0 days 00:24:03.895000,HAM,44,0 days 00:01:39.717000,2.0,1.0,,,0 days 00:00:27.045000,0 days 00:00:38.321000,0 days 00:00:34.351000,0 days 00:22:51.223000,0 days 00:23:29.544000,0 days 00:24:03.895000,310.0,273.0,247.0,301.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:22:24.178000,2018-09-15 13:07:24.229,1,,False,,False,True
0 days 00:26:43.809000,HAM,44,,3.0,1.0,,,0 days 00:00:44.518000,0 days 00:01:07.300000,0 days 00:00:48.058000,0 days 00:24:48.547000,0 days 00:25:55.802000,0 days 00:26:43.900000,139.0,196.0,255.0,242.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 00:24:03.895000,2018-09-15 13:09:03.946,1,,False,,False,False
0 days 00:28:23.212000,HAM,44,0 days 00:01:39.403000,4.0,1.0,,,0 days 00:00:27.076000,0 days 00:00:38.278000,0 days 00:00:34.049000,0 days 00:27:10.885000,0 days 00:27:49.163000,0 days 00:28:23.212000,314.0,276.0,262.0,303.0,True,ULTRASOFT,4.0,True,Mercedes,0 days 00:26:43.809000,2018-09-15 13:11:43.860,1,,False,,False,True
0 days 00:31:07.494000,HAM,44,,5.0,1.0,,,0 days 00:00:37.070000,0 days 00:01:19.316000,0 days 00:00:47.914000,0 days 00:29:00.378000,0 days 00:30:19.580000,0 days 00:31:07.620000,152.0,193.0,259.0,266.0,False,ULTRASOFT,5.0,True,Mercedes,0 days 00:28:23.212000,2018-09-15 13:13:23.263,1,,False,,False,False
0 days 00:33:02.433000,HAM,44,0 days 00:01:54.939000,6.0,1.0,,0 days 00:32:54.691000,0 days 00:00:26.862000,0 days 00:00:38.380000,0 days 00:00:49.697000,0 days 00:31:34.356000,0 days 00:32:12.736000,0 days 00:33:02.433000,316.0,279.0,,305.0,False,ULTRASOFT,6.0,True,Mercedes,0 days 00:31:07.494000,2018-09-15 13:16:07.545,1,,False,,False,False
0 days 00:43:41.413000,HAM,44,,7.0,2.0,0 days 00:41:19.155000,,,0 days 00:00:53.627000,0 days 00:00:49.695000,,0 days 00:42:51.841000,0 days 00:43:41.481000,243.0,221.0,259.0,305.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:33:02.433000,2018-09-15 13:18:02.484,12,,False,,False,False
0 days 00:45:18.757000,HAM,44,0 days 00:01:37.344000,8.0,2.0,,,0 days 00:00:26.634000,0 days 00:00:37.478000,0 days 00:00:33.232000,0 days 00:44:08.047000,0 days 00:44:45.525000,0 days 00:45:18.757000,315.0,278.0,261.0,305.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:43:41.413000,2018-09-15 13:28:41.464,1,,False,,False,True
0 days 00:47:41.439000,HAM,44,0 days 00:02:22.682000,9.0,2.0,,0 days 00:47:33.767000,0 days 00:00:37.622000,0 days 00:00:54.719000,0 days 00:00:50.341000,0 days 00:45:56.379000,0 days 00:46:51.098000,0 days 00:47:41.439000,201.0,238.0,,230.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:45:18.757000,2018-09-15 13:30:18.808,1,,False,,False,False
0 days 00:54:25.070000,HAM,44,,10.0,3.0,0 days 00:51:45.459000,,,0 days 00:01:06.643000,0 days 00:00:55.740000,,0 days 00:53:29.341000,0 days 00:54:25.125000,232.0,224.0,246.0,230.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:47:41.439000,2018-09-15 13:32:41.490,1,,False,,False,False
0 days 00:56:03.959000,HAM,44,0 days 00:01:38.889000,11.0,3.0,,,0 days 00:00:27.288000,0 days 00:00:37.353000,0 days 00:00:34.248000,0 days 00:54:52.358000,0 days 00:55:29.711000,0 days 00:56:03.959000,316.0,278.0,194.0,283.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 00:54:25.070000,2018-09-15 13:39:25.121,1,,False,,False,True
0 days 00:58:20.838000,HAM,44,0 days 00:02:16.879000,12.0,3.0,,0 days 00:58:13.295000,0 days 00:00:37.519000,0 days 00:00:48.556000,0 days 00:00:50.804000,0 days 00:56:41.478000,0 days 00:57:30.034000,0 days 00:58:20.838000,211.0,147.0,,208.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:56:03.959000,2018-09-15 13:41:04.010,1,,False,,False,False
0 days 01:05:54.795000,HAM,44,,13.0,4.0,0 days 01:03:25.468000,,,0 days 00:00:55.518000,0 days 00:00:54.289000,,0 days 01:05:00.580000,0 days 01:05:54.834000,229.0,238.0,260.0,208.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:58:20.838000,2018-09-15 13:43:20.889,1,,False,,False,False
0 days 01:07:30.810000,HAM,44,0 days 00:01:36.015000,14.0,4.0,,,0 days 00:00:26.263000,0 days 00:00:36.967000,0 days 00:00:32.785000,0 days 01:06:21.058000,0 days 01:06:58.025000,0 days 01:07:30.810000,318.0,279.0,266.0,308.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 01:05:54.795000,2018-09-15 13:50:54.846,1,,False,,False,True
0 days 01:09:42.222000,HAM,44,0 days 00:02:11.412000,15.0,4.0,,0 days 01:09:34.130000,0 days 00:00:32.938000,0 days 00:00:49.260000,0 days 00:00:49.214000,0 days 01:08:03.748000,0 days 01:08:53.008000,0 days 01:09:42.222000,276.0,195.0,,241.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 01:07:30.810000,2018-09-15 13:52:30.861,1,,False,,False,False
0 days 01:13:44.415000,HAM,44,,16.0,5.0,0 days 01:11:24.857000,,,0 days 00:00:55.941000,0 days 00:00:53.699000,,0 days 01:13:00.428000,0 days 01:13:54.055000,232.0,230.0,266.0,241.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 01:09:42.222000,2018-09-15 13:54:42.273,1,,False,,False,False
0 days 01:15:50.971000,HAM,44,0 days 00:02:06.556000,17.0,5.0,,0 days 01:15:41.157000,0 days 00:00:26.393000,0 days 00:00:40.241000,0 days 00:00:50.297000,0 days 01:14:10.808000,0 days 01:14:51.049000,0 days 01:15:41.346000,317.0,249.0,,308.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 01:13:44.415000,2018-09-15 13:58:44.466,1,,False,,False,False
0 days 00:22:50.772000,VER,33,,1.0,1.0,0 days 00:20:37.297000,,,0 days 00:00:47.698000,0 days 00:00:53.205000,,0 days 00:21:57.588000,0 days 00:22:50.868000,267.0,247.0,256.0,,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:20:37.297000,2018-09-15 13:05:37.348,1,,False,,False,False
0 days 00:24:29.523000,VER,33,0 days 00:01:38.751000,2.0,1.0,,,0 days 00:00:26.934000,0 days 00:00:37.951000,0 days 00:00:33.866000,0 days 00:23:17.706000,0 days 00:23:55.657000,0 days 00:24:29.523000,307.0,273.0,259.0,300.0,True,HYPERSOFT,2.0,True,Red Bull Racing,0 days 00:22:50.772000,2018-09-15 13:07:50.823,1,,False,,False,True
0 days 00:26:48.224000,VER,33,0 days 00:02:18.701000,3.0,1.0,,,0 days 00:00:35.580000,0 days 00:00:51.075000,0 days 00:00:52.046000,0 days 00:25:05.103000,0 days 00:25:56.178000,0 days 00:26:48.224000,235.0,252.0,257.0,254.0,False,HYPERSOFT,3.0,True,Red Bull Racing,0 days 00:24:29.523000,2018-09-15 13:09:29.574,1,,False,,False,True
0 days 00:28:49.723000,VER,33,0 days 00:02:01.499000,4.0,1.0,,0 days 00:28:41.877000,0 days 00:00:26.842000,0 days 00:00:38.030000,0 days 00:00:56.627000,0 days 00:27:15.066000,0 days 00:27:53.096000,0 days 00:28:49.723000,308.0,272.0,,300.0,False,HYPERSOFT,4.0,True,Red Bull Racing,0 days 00:26:48.224000,2018-09-15 13:11:48.275,1,,False,,False,False
0 days 00:44:36.373000,VER,33,,5.0,2.0,0 days 00:42:27.100000,,,0 days 00:00:47.428000,0 days 00:00:51.953000,,0 days 00:43:44.435000,0 days 00:44:36.375000,287.0,248.0,256.0,300.0,False,HYPERSOFT,1.0,True,Red Bull Racing,0 days 00:28:49.723000,2018-09-15 13:13:49.774,12,,False,,False,False
