Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:16:35.828000,LEC,16,,1.0,1.0,0 days 00:14:49.218000,,,0 days 00:00:36.677000,0 days 00:00:30.478000,,0 days 00:16:06.472000,0 days 00:16:36.516000,233.0,285.0,179.0,267.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:14:49.218000,2019-09-28 12:01:06.122,1,,False,,False,False
0 days 00:18:09.441000,LEC,16,0 days 00:01:33.613000,2.0,1.0,,,0 days 00:00:33.949000,0 days 00:00:31.893000,0 days 00:00:27.771000,0 days 00:17:09.777000,0 days 00:17:41.670000,0 days 00:18:09.441000,269.0,325.0,163.0,317.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:16:35.828000,2019-09-28 12:02:52.732,1,,False,,False,True
0 days 00:20:14.242000,LEC,16,0 days 00:02:04.801000,3.0,1.0,,,0 days 00:00:49.054000,0 days 00:00:42.252000,0 days 00:00:33.495000,0 days 00:18:58.495000,0 days 00:19:40.747000,0 days 00:20:14.242000,198.0,217.0,175.0,158.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:18:09.441000,2019-09-28 12:04:26.345,1,,False,,False,True
0 days 00:21:56.178000,LEC,16,0 days 00:01:41.936000,4.0,1.0,,,0 days 00:00:33.980000,0 days 00:00:31.757000,0 days 00:00:36.199000,0 days 00:20:48.222000,0 days 00:21:19.979000,0 days 00:21:56.178000,270.0,328.0,156.0,319.0,False,MEDIUM,4.0,True,Ferrari,0 days 00:20:14.242000,2019-09-28 12:06:31.146,12,,False,,False,True
0 days 00:23:57.733000,LEC,16,0 days 00:02:01.555000,5.0,1.0,,,0 days 00:00:44.685000,0 days 00:00:39.283000,0 days 00:00:37.587000,0 days 00:22:40.863000,0 days 00:23:20.146000,0 days 00:23:57.733000,198.0,285.0,177.0,287.0,False,MEDIUM,5.0,True,Ferrari,0 days 00:21:56.178000,2019-09-28 12:08:13.082,1,,False,,False,True
0 days 00:46:57.779000,LEC,16,,6.0,1.0,,0 days 00:25:41.797000,0 days 00:00:33.925000,0 days 00:00:31.811000,,0 days 00:24:31.686000,0 days 00:25:03.479000,,268.0,318.0,,319.0,False,MEDIUM,6.0,True,Ferrari,0 days 00:23:57.733000,2019-09-28 12:10:14.637,125,,False,,False,False
0 days 00:48:48.375000,LEC,16,,7.0,2.0,0 days 00:46:57.779000,,,0 days 00:00:37.815000,0 days 00:00:31.265000,,0 days 00:48:17.157000,0 days 00:48:48.412000,205.0,279.0,182.0,261.0,False,SOFT,1.0,True,Ferrari,0 days 00:46:57.779000,2019-09-28 12:33:14.683,1,,False,,False,False
0 days 00:50:20.809000,LEC,16,0 days 00:01:32.434000,8.0,2.0,,,0 days 00:00:33.636000,0 days 00:00:31.538000,0 days 00:00:27.260000,0 days 00:49:22.011000,0 days 00:49:53.549000,0 days 00:50:20.809000,271.0,327.0,171.0,318.0,True,SOFT,2.0,True,Ferrari,0 days 00:48:48.375000,2019-09-28 12:35:05.279,1,,False,,False,True
0 days 00:52:16.460000,LEC,16,0 days 00:01:55.651000,9.0,2.0,,0 days 00:52:08.279000,0 days 00:00:41.366000,0 days 00:00:38.022000,0 days 00:00:36.263000,0 days 00:51:02.175000,0 days 00:51:40.197000,0 days 00:52:16.460000,221.0,282.0,,273.0,False,SOFT,3.0,True,Ferrari,0 days 00:50:20.809000,2019-09-28 12:36:37.713,1,,False,,False,False
0 days 00:59:38.063000,LEC,16,,10.0,3.0,0 days 00:57:24.751000,,,0 days 00:00:44.244000,0 days 00:00:46.344000,,0 days 00:58:51.749000,0 days 00:59:38.081000,212.0,174.0,180.0,271.0,False,SOFT,1.0,True,Ferrari,0 days 00:52:16.460000,2019-09-28 12:38:33.364,1,,False,,False,False
