Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:23:05.550000,VER,33,,1.0,1.0,0 days 00:21:16.631000,,,0 days 00:00:35.819000,0 days 00:00:25.691000,,0 days 00:22:43.425000,0 days 00:23:12.832000,278.0,260.0,258.0,179.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:21:16.631000,2019-10-26 18:06:16.845,1,,False,,False,False
0 days 00:24:21.499000,VER,33,0 days 00:01:15.949000,2.0,1.0,,,0 days 00:00:27.120000,0 days 00:00:29.222000,0 days 00:00:19.607000,0 days 00:23:32.670000,0 days 00:24:01.892000,0 days 00:24:21.499000,319.0,299.0,256.0,344.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:23:05.550000,2019-10-26 18:08:05.764,1,,False,,False,True
0 days 00:26:01.681000,VER,33,0 days 00:01:40.182000,3.0,1.0,,0 days 00:25:57.922000,0 days 00:00:33.451000,0 days 00:00:38.803000,0 days 00:00:27.928000,0 days 00:24:54.950000,0 days 00:25:33.753000,0 days 00:26:01.681000,223.0,138.0,,255.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:24:21.499000,2019-10-26 18:09:21.713,1,,False,,False,False
0 days 00:43:26.700000,VER,33,,4.0,2.0,0 days 00:41:58.022000,,,0 days 00:00:32.183000,0 days 00:00:27.001000,,0 days 00:43:00.077000,0 days 00:43:28.013000,270.0,266.0,257.0,281.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:26:01.681000,2019-10-26 18:11:01.895,1,,False,,False,False
0 days 00:44:42.836000,VER,33,0 days 00:01:16.136000,5.0,2.0,,,0 days 00:00:27.039000,0 days 00:00:28.947000,0 days 00:00:20.150000,0 days 00:43:53.739000,0 days 00:44:22.686000,0 days 00:44:42.836000,320.0,302.0,256.0,345.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:43:26.700000,2019-10-26 18:28:26.914,1,,False,,False,True
0 days 00:46:22.587000,VER,33,0 days 00:01:39.751000,6.0,2.0,,0 days 00:46:20.052000,0 days 00:00:33.059000,0 days 00:00:39.290000,0 days 00:00:27.402000,0 days 00:45:15.895000,0 days 00:45:55.185000,0 days 00:46:22.587000,205.0,221.0,,253.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:44:42.836000,2019-10-26 18:29:43.050,1,,False,,False,False
0 days 00:54:36.763000,VER,33,,7.0,3.0,0 days 00:52:54.406000,,,0 days 00:00:33.351000,0 days 00:00:38.821000,,0 days 00:53:59.288000,0 days 00:54:38.629000,269.0,271.0,257.0,290.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:46:22.587000,2019-10-26 18:31:22.801,1,,False,,False,False
0 days 00:55:54.799000,VER,33,0 days 00:01:18.036000,8.0,3.0,,,0 days 00:00:26.969000,0 days 00:00:28.864000,0 days 00:00:22.203000,0 days 00:55:03.732000,0 days 00:55:32.596000,0 days 00:55:54.799000,320.0,301.0,142.0,345.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:54:36.763000,2019-10-26 18:39:36.977,1,,False,,False,True
0 days 00:57:33.016000,VER,33,0 days 00:01:38.217000,9.0,3.0,,0 days 00:57:30.325000,0 days 00:00:36.012000,0 days 00:00:34.536000,0 days 00:00:27.669000,0 days 00:56:30.811000,0 days 00:57:05.347000,0 days 00:57:33.016000,217.0,261.0,,253.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:55:54.799000,2019-10-26 18:40:55.013,1,,False,,False,False
0 days 01:06:38.337000,VER,33,,10.0,4.0,0 days 01:05:03.813000,,,0 days 00:00:36.659000,0 days 00:00:27.071000,,0 days 01:06:11.281000,0 days 01:06:38.371000,259.0,223.0,260.0,285.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:57:33.016000,2019-10-26 18:42:33.230,1,,False,,False,False
