Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:20:37.106000,BOT,77,,1.0,1.0,0 days 00:18:38.012000,,,0 days 00:00:39.642000,0 days 00:00:34.999000,,0 days 00:20:02.192000,0 days 00:20:37.227000,201.0,296.0,178.0,269.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:18:38.012000,2018-09-29 12:04:07.934,1,,False,,False,False
0 days 00:22:10.276000,BOT,77,0 days 00:01:33.170000,2.0,1.0,,,0 days 00:00:33.963000,0 days 00:00:32.052000,0 days 00:00:27.155000,0 days 00:21:11.069000,0 days 00:21:43.121000,0 days 00:22:10.276000,272.0,320.0,166.0,321.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:20:37.106000,2018-09-29 12:06:07.028,1,,False,,False,True
0 days 00:24:29.290000,BOT,77,0 days 00:02:19.014000,3.0,1.0,,,0 days 00:00:44.855000,0 days 00:00:52.210000,0 days 00:00:41.949000,0 days 00:22:55.131000,0 days 00:23:47.341000,0 days 00:24:29.290000,186.0,284.0,177.0,223.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:22:10.276000,2018-09-29 12:07:40.198,1,,False,,False,True
0 days 00:26:02.254000,BOT,77,0 days 00:01:32.964000,4.0,1.0,,,0 days 00:00:33.861000,0 days 00:00:31.992000,0 days 00:00:27.111000,0 days 00:25:03.151000,0 days 00:25:35.143000,0 days 00:26:02.254000,275.0,324.0,168.0,323.0,True,HYPERSOFT,4.0,True,Mercedes,0 days 00:24:29.290000,2018-09-29 12:09:59.212,1,,False,,False,True
0 days 00:27:56.870000,BOT,77,0 days 00:01:54.616000,5.0,1.0,,0 days 00:27:48.381000,0 days 00:00:40.998000,0 days 00:00:35.967000,0 days 00:00:37.651000,0 days 00:26:43.252000,0 days 00:27:19.219000,0 days 00:27:56.870000,218.0,271.0,,256.0,False,HYPERSOFT,5.0,True,Mercedes,0 days 00:26:02.254000,2018-09-29 12:11:32.176,1,,False,,False,False
0 days 00:41:34.306000,BOT,77,,6.0,1.0,0 days 00:39:43.626000,,,0 days 00:00:37.559000,0 days 00:00:33.229000,,0 days 00:41:01.077000,0 days 00:41:34.324000,210.0,306.0,180.0,253.0,False,HYPERSOFT,6.0,True,Mercedes,0 days 00:27:56.870000,2018-09-29 12:13:26.792,12,,False,,False,False
0 days 00:43:07.050000,BOT,77,0 days 00:01:32.744000,7.0,2.0,,,0 days 00:00:33.759000,0 days 00:00:31.823000,0 days 00:00:27.162000,0 days 00:42:08.065000,0 days 00:42:39.888000,0 days 00:43:07.050000,273.0,326.0,171.0,322.0,True,ULTRASOFT,1.0,True,Mercedes,0 days 00:41:34.306000,2018-09-29 12:27:04.228,1,,False,,False,True
0 days 00:45:57.920000,BOT,77,,8.0,2.0,,0 days 00:45:02.852000,0 days 00:00:44.283000,0 days 00:00:39.874000,0 days 00:01:26.744000,0 days 00:43:51.332000,0 days 00:44:31.176000,0 days 00:45:58.037000,203.0,242.0,,149.0,False,ULTRASOFT,2.0,True,Mercedes,0 days 00:43:07.050000,2018-09-29 12:28:36.972,1,,False,,False,False
0 days 00:54:25.158000,BOT,77,,9.0,3.0,0 days 00:52:24.333000,,,0 days 00:00:38.972000,0 days 00:00:39.476000,,0 days 00:53:45.711000,0 days 00:54:25.211000,177.0,308.0,182.0,257.0,False,HYPERSOFT,1.0,True,Mercedes,0 days 00:45:57.920000,2018-09-29 12:31:27.842,1,,False,,False,False
0 days 00:55:59.106000,BOT,77,0 days 00:01:33.948000,10.0,3.0,,,0 days 00:00:33.450000,0 days 00:00:31.712000,0 days 00:00:28.786000,0 days 00:54:58.608000,0 days 00:55:30.320000,0 days 00:55:59.106000,276.0,325.0,128.0,325.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 00:54:25.158000,2018-09-29 12:39:55.080,1,,False,,False,True
0 days 00:58:00.752000,BOT,77,0 days 00:02:01.646000,11.0,3.0,,0 days 00:57:51.749000,0 days 00:00:42.772000,0 days 00:00:39.153000,0 days 00:00:39.721000,0 days 00:56:41.878000,0 days 00:57:21.031000,0 days 00:58:00.752000,214.0,259.0,,231.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 00:55:59.106000,2018-09-29 12:41:29.028,1,,False,,False,False
