Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:37,BOT,77,,1.0,1.0,0 days 00:20:29.608000,,,0 days 00:00:38.218000,0 days 00:00:57.430000,,0 days 00:21:39.792000,0 days 00:22:37.059000,238.0,242.0,260.0,165.0,False,SOFT,1.0,True,Mercedes,0 days 00:20:29.608000,2019-04-13 06:05:30.609,1,,False,,False,False
0 days 00:24:09.658000,BOT,77,0 days 00:01:32.658000,2.0,1.0,,,0 days 00:00:24.357000,0 days 00:00:27.468000,0 days 00:00:40.833000,0 days 00:23:01.357000,0 days 00:23:28.825000,0 days 00:24:09.658000,283.0,277.0,267.0,315.0,True,SOFT,2.0,True,Mercedes,0 days 00:22:37,2019-04-13 06:07:38.001,1,,False,,False,True
0 days 00:26:05.234000,BOT,77,0 days 00:01:55.576000,3.0,1.0,,0 days 00:26:03.353000,0 days 00:00:28.269000,0 days 00:00:34.176000,0 days 00:00:53.131000,0 days 00:24:37.927000,0 days 00:25:12.103000,0 days 00:26:05.234000,236.0,242.0,,275.0,False,SOFT,3.0,True,Mercedes,0 days 00:24:09.658000,2019-04-13 06:09:10.659,1,,False,,False,False
0 days 00:45:11.406000,BOT,77,,4.0,2.0,0 days 00:43:05.353000,,,0 days 00:00:38.597000,0 days 00:00:54.716000,,0 days 00:44:16.692000,0 days 00:45:11.416000,208.0,246.0,267.0,294.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:26:05.234000,2019-04-13 06:11:06.235,1,,False,,False,False
0 days 00:46:43.134000,BOT,77,0 days 00:01:31.728000,5.0,2.0,,,0 days 00:00:24.097000,0 days 00:00:27.205000,0 days 00:00:40.426000,0 days 00:45:35.503000,0 days 00:46:02.708000,0 days 00:46:43.134000,285.0,280.0,267.0,322.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:45:11.406000,2019-04-13 06:30:12.407,1,,False,,False,True
0 days 00:48:44.688000,BOT,77,0 days 00:02:01.554000,6.0,2.0,,0 days 00:48:42.796000,0 days 00:00:29.416000,0 days 00:00:36.057000,0 days 00:00:56.081000,0 days 00:47:12.550000,0 days 00:47:48.607000,0 days 00:48:44.688000,235.0,231.0,,283.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:46:43.134000,2019-04-13 06:31:44.135,1,,False,,False,False
0 days 00:53:51.790000,BOT,77,,7.0,3.0,0 days 00:51:49.480000,,,0 days 00:00:36.130000,0 days 00:00:56.464000,,0 days 00:52:55.343000,0 days 00:53:51.815000,243.0,247.0,268.0,169.0,False,SOFT,1.0,True,Mercedes,0 days 00:48:44.688000,2019-04-13 06:33:45.689,1,,False,,False,False
0 days 00:55:24.821000,BOT,77,0 days 00:01:33.031000,8.0,3.0,,,0 days 00:00:24.087000,0 days 00:00:27.262000,0 days 00:00:41.682000,0 days 00:54:15.877000,0 days 00:54:43.139000,0 days 00:55:24.821000,283.0,279.0,237.0,315.0,False,SOFT,2.0,True,Mercedes,0 days 00:53:51.790000,2019-04-13 06:38:52.791,1,,False,,False,True
0 days 00:57:29.949000,BOT,77,0 days 00:02:05.128000,9.0,3.0,,0 days 00:57:27.921000,0 days 00:00:30.025000,0 days 00:00:34.551000,0 days 00:01:00.552000,0 days 00:55:54.846000,0 days 00:56:29.397000,0 days 00:57:29.949000,228.0,203.0,,223.0,False,SOFT,3.0,True,Mercedes,0 days 00:55:24.821000,2019-04-13 06:40:25.822,1,,False,,False,False
0 days 01:06:50.497000,BOT,77,,10.0,4.0,0 days 01:04:38.543000,,,0 days 00:00:40.365000,0 days 00:00:57.730000,,0 days 01:05:52.799000,0 days 01:06:50.534000,234.0,250.0,269.0,185.0,False,SOFT,1.0,True,Mercedes,0 days 00:57:29.949000,2019-04-13 06:42:30.950,1,,False,,False,False
