Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:23:14.776000,NOR,4,,1.0,1.0,0 days 00:21:47.835000,,,0 days 00:00:38.857000,0 days 00:00:24.841000,,0 days 00:22:50.057000,0 days 00:23:14.776000,271.0,149.0,286.0,273.0,False,SOFT,1.0,True,McLaren,0 days 00:21:47.835000,2025-06-28 14:09:26.637,1,,False,,False,False
0 days 00:24:19.448000,NOR,4,0 days 00:01:04.672000,2.0,1.0,,,0 days 00:00:16.434000,0 days 00:00:28.843000,0 days 00:00:19.395000,0 days 00:23:31.210000,0 days 00:24:00.053000,0 days 00:24:19.448000,316.0,250.0,288.0,318.0,True,SOFT,2.0,True,McLaren,0 days 00:23:14.776000,2025-06-28 14:10:53.578,1,,False,,False,True
0 days 00:25:53.967000,NOR,4,0 days 00:01:34.519000,3.0,1.0,,0 days 00:25:50.712000,0 days 00:00:27.082000,0 days 00:00:37.232000,0 days 00:00:30.205000,0 days 00:24:46.530000,0 days 00:25:23.762000,0 days 00:25:53.967000,184.0,208.0,,221.0,False,SOFT,3.0,True,McLaren,0 days 00:24:19.448000,2025-06-28 14:11:58.250,1,,False,,False,False
0 days 00:32:14.682000,NOR,4,,4.0,2.0,0 days 00:30:50.949000,,,0 days 00:00:38.018000,0 days 00:00:23.724000,,0 days 00:31:50.958000,0 days 00:32:14.987000,217.0,172.0,287.0,271.0,False,SOFT,4.0,False,McLaren,0 days 00:25:53.967000,2025-06-28 14:13:32.769,1,,False,,False,False
0 days 00:33:19.559000,NOR,4,0 days 00:01:04.877000,5.0,2.0,,,0 days 00:00:16.407000,0 days 00:00:28.763000,0 days 00:00:19.707000,0 days 00:32:31.089000,0 days 00:32:59.852000,0 days 00:33:19.559000,314.0,250.0,281.0,318.0,False,SOFT,5.0,False,McLaren,0 days 00:32:14.682000,2025-06-28 14:19:53.484,1,,False,,False,True
0 days 00:35:07.173000,NOR,4,0 days 00:01:47.614000,6.0,2.0,,0 days 00:34:48.556000,0 days 00:00:19.034000,0 days 00:00:42.308000,0 days 00:00:46.272000,0 days 00:33:38.593000,0 days 00:34:20.901000,0 days 00:35:07.173000,207.0,73.0,,193.0,False,SOFT,6.0,False,McLaren,0 days 00:33:19.559000,2025-06-28 14:20:58.361,1,,False,,False,False
0 days 00:49:16.999000,NOR,4,,7.0,3.0,0 days 00:47:39.480000,,,0 days 00:00:43.927000,0 days 00:00:22.067000,,0 days 00:48:55.004000,0 days 00:49:16.999000,267.0,205.0,288.0,293.0,False,SOFT,1.0,True,McLaren,0 days 00:35:07.173000,2025-06-28 14:22:45.975,12,,False,,False,False
0 days 00:50:21.409000,NOR,4,0 days 00:01:04.410000,8.0,3.0,,,0 days 00:00:16.424000,0 days 00:00:28.623000,0 days 00:00:19.363000,0 days 00:49:33.423000,0 days 00:50:02.046000,0 days 00:50:21.409000,313.0,250.0,287.0,321.0,True,SOFT,2.0,True,McLaren,0 days 00:49:16.999000,2025-06-28 14:36:55.801,1,,False,,False,True
0 days 01:01:48.945000,NOR,4,,9.0,3.0,,0 days 00:51:50.431000,0 days 00:00:20.662000,0 days 00:00:39.585000,,0 days 00:50:42.113000,0 days 00:51:21.680000,,201.0,189.0,,204.0,False,SOFT,3.0,True,McLaren,0 days 00:50:21.409000,2025-06-28 14:38:00.211,15,,False,,False,False
0 days 01:03:17.423000,NOR,4,,10.0,4.0,0 days 01:01:48.945000,,,0 days 00:00:39.532000,0 days 00:00:22.829000,,0 days 01:02:54.631000,0 days 01:03:17.553000,253.0,189.0,287.0,274.0,False,SOFT,4.0,False,McLaren,0 days 01:01:48.945000,2025-06-28 14:49:27.747,1,,False,,False,False
