Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:25.586000,LEC,16,,1.0,1.0,0 days 00:20:22.802000,,,0 days 00:00:36.448000,0 days 00:00:38.888000,,0 days 00:21:46.707000,0 days 00:22:25.712000,202.0,262.0,282.0,74.0,False,SOFT,1.0,True,Ferrari,0 days 00:20:22.802000,2022-05-21 14:05:22.815,1,,False,,False,False
0 days 00:23:45.447000,LEC,16,0 days 00:01:19.861000,2.0,1.0,,,0 days 00:00:22.333000,0 days 00:00:29.923000,0 days 00:00:27.605000,0 days 00:22:47.919000,0 days 00:23:17.842000,0 days 00:23:45.447000,285.0,305.0,286.0,319.0,True,SOFT,2.0,True,Ferrari,0 days 00:22:25.586000,2022-05-21 14:07:25.599,1,,False,,False,True
0 days 00:25:34.618000,LEC,16,0 days 00:01:49.171000,3.0,1.0,,0 days 00:25:31.813000,0 days 00:00:27.817000,0 days 00:00:40.455000,0 days 00:00:40.899000,0 days 00:24:13.264000,0 days 00:24:53.719000,0 days 00:25:34.618000,196.0,228.0,,304.0,False,SOFT,3.0,True,Ferrari,0 days 00:23:45.447000,2022-05-21 14:08:45.460,1,,False,,False,False
0 days 00:46:11.523000,LEC,16,,4.0,2.0,0 days 00:44:12.392000,,,0 days 00:00:39.066000,0 days 00:00:34.510000,,0 days 00:45:37.049000,0 days 00:46:11.523000,205.0,197.0,283.0,87.0,False,SOFT,4.0,False,Ferrari,0 days 00:25:34.618000,2022-05-21 14:10:34.631,1,,False,,False,False
0 days 00:47:31.492000,LEC,16,0 days 00:01:19.969000,5.0,2.0,,,0 days 00:00:22.190000,0 days 00:00:29.954000,0 days 00:00:27.825000,0 days 00:46:33.713000,0 days 00:47:03.667000,0 days 00:47:31.492000,287.0,307.0,287.0,321.0,True,SOFT,5.0,False,Ferrari,0 days 00:46:11.523000,2022-05-21 14:31:11.536,1,,False,,False,True
0 days 00:49:09.344000,LEC,16,0 days 00:01:37.852000,6.0,2.0,,0 days 00:49:06.594000,0 days 00:00:26.170000,0 days 00:00:35.396000,0 days 00:00:36.286000,0 days 00:47:57.662000,0 days 00:48:33.058000,0 days 00:49:09.344000,209.0,211.0,,303.0,False,SOFT,6.0,False,Ferrari,0 days 00:47:31.492000,2022-05-21 14:32:31.505,1,,False,,False,False
0 days 01:05:49.956000,LEC,16,,7.0,3.0,0 days 01:03:57.296000,,,0 days 00:00:39.512000,0 days 00:00:40.085000,,0 days 01:05:09.872000,0 days 01:05:49.956000,191.0,175.0,282.0,113.0,False,SOFT,1.0,True,Ferrari,0 days 00:49:09.344000,2022-05-21 14:34:09.357,1,,False,,False,False
0 days 01:07:21.584000,LEC,16,0 days 00:01:31.628000,8.0,3.0,,0 days 01:07:18.805000,0 days 00:00:22.105000,0 days 00:00:29.485000,0 days 00:00:40.038000,0 days 01:06:12.061000,0 days 01:06:41.546000,0 days 01:07:21.584000,287.0,305.0,,316.0,False,SOFT,2.0,True,Ferrari,0 days 01:05:49.956000,2022-05-21 14:50:49.969,1,,False,,False,False
0 days 01:13:14.745000,LEC,16,,9.0,4.0,0 days 01:11:28.062000,,,0 days 00:00:41.264000,0 days 00:00:32.952000,,0 days 01:12:41.820000,0 days 01:13:14.915000,204.0,207.0,281.0,162.0,False,SOFT,1.0,True,Ferrari,0 days 01:07:21.584000,2022-05-21 14:52:21.597,1,,False,,False,False
0 days 01:14:33.495000,LEC,16,0 days 00:01:18.750000,10.0,4.0,,,0 days 00:00:22.004000,0 days 00:00:29.410000,0 days 00:00:27.336000,0 days 01:13:36.749000,0 days 01:14:06.159000,0 days 01:14:33.495000,285.0,306.0,282.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:14.745000,2022-05-21 14:58:14.758,1,,False,,False,True
0 days 01:16:23.328000,LEC,16,0 days 00:01:49.833000,11.0,4.0,,,0 days 00:00:30.781000,0 days 00:00:38.866000,0 days 00:00:40.186000,0 days 01:15:04.276000,0 days 01:15:43.142000,0 days 01:16:23.328000,189.0,179.0,80.0,191.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:33.495000,2022-05-21 14:59:33.508,1,,False,,False,True
