Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:35.900000,NOR,4,,1.0,1.0,0 days 00:20:56.651000,,,0 days 00:00:47.899000,0 days 00:00:20.741000,,0 days 00:22:15.200000,0 days 00:22:36.010000,137.0,103.0,332.0,,False,SOFT,1.0,True,McLaren,0 days 00:20:56.651000,2025-11-08 18:06:48.087,1,,False,,False,False
0 days 00:23:46.304000,NOR,4,0 days 00:01:10.404000,2.0,1.0,,,0 days 00:00:18.229000,0 days 00:00:36.070000,0 days 00:00:16.105000,0 days 00:22:54.129000,0 days 00:23:30.199000,0 days 00:23:46.304000,324.0,268.0,330.0,338.0,True,SOFT,2.0,True,McLaren,0 days 00:22:35.900000,2025-11-08 18:08:27.336,1,,False,,False,True
0 days 00:25:39.298000,NOR,4,0 days 00:01:52.994000,3.0,1.0,,,0 days 00:00:45.794000,0 days 00:00:45.129000,0 days 00:00:22.071000,0 days 00:24:32.098000,0 days 00:25:17.227000,0 days 00:25:39.298000,106.0,189.0,130.0,110.0,False,SOFT,3.0,True,McLaren,0 days 00:23:46.304000,2025-11-08 18:09:37.740,1,,False,,False,True
0 days 00:27:34.678000,NOR,4,0 days 00:01:55.380000,4.0,1.0,,,0 days 00:00:42.694000,0 days 00:00:55.002000,0 days 00:00:17.684000,0 days 00:26:21.992000,0 days 00:27:16.994000,0 days 00:27:34.678000,215.0,83.0,333.0,119.0,False,SOFT,4.0,True,McLaren,0 days 00:25:39.298000,2025-11-08 18:11:30.734,1,,False,,False,True
0 days 00:28:44.927000,NOR,4,0 days 00:01:10.249000,5.0,1.0,,,0 days 00:00:18.149000,0 days 00:00:36.079000,0 days 00:00:16.021000,0 days 00:27:52.827000,0 days 00:28:28.906000,0 days 00:28:44.927000,327.0,267.0,330.0,337.0,True,SOFT,5.0,True,McLaren,0 days 00:27:34.678000,2025-11-08 18:13:26.114,1,,False,,False,True
0 days 00:30:21.211000,NOR,4,0 days 00:01:36.284000,6.0,1.0,,0 days 00:30:18.146000,0 days 00:00:27.377000,0 days 00:00:44.028000,0 days 00:00:24.879000,0 days 00:29:12.304000,0 days 00:29:56.332000,0 days 00:30:21.211000,205.0,201.0,,238.0,False,SOFT,6.0,True,McLaren,0 days 00:28:44.927000,2025-11-08 18:14:36.363,1,,False,,False,False
0 days 00:34:07.800000,NOR,4,,7.0,2.0,0 days 00:32:44.468000,,,0 days 00:00:42.894000,0 days 00:00:16.685000,,0 days 00:33:51.187000,0 days 00:34:07.931000,237.0,231.0,328.0,238.0,False,SOFT,1.0,True,McLaren,0 days 00:30:21.211000,2025-11-08 18:16:12.647,1,,False,,False,False
0 days 00:35:17.456000,NOR,4,0 days 00:01:09.656000,8.0,2.0,,,0 days 00:00:18.027000,0 days 00:00:35.681000,0 days 00:00:15.948000,0 days 00:34:25.827000,0 days 00:35:01.508000,0 days 00:35:17.456000,326.0,268.0,329.0,334.0,True,SOFT,2.0,True,McLaren,0 days 00:34:07.800000,2025-11-08 18:19:59.236,1,,False,,False,True
0 days 00:36:58.768000,NOR,4,0 days 00:01:41.312000,9.0,2.0,,0 days 00:36:54.517000,0 days 00:00:27.032000,0 days 00:00:48.130000,0 days 00:00:26.150000,0 days 00:35:44.488000,0 days 00:36:32.618000,0 days 00:36:58.768000,232.0,188.0,,128.0,False,SOFT,3.0,True,McLaren,0 days 00:35:17.456000,2025-11-08 18:21:08.892,1,,False,,False,False
0 days 00:49:58.857000,NOR,4,,10.0,3.0,0 days 00:47:51.203000,,,0 days 00:00:47.955000,0 days 00:00:16.563000,,0 days 00:49:42.405000,0 days 00:49:58.961000,205.0,232.0,331.0,128.0,False,SOFT,4.0,False,McLaren,0 days 00:36:58.768000,2025-11-08 18:22:50.204,1,,False,,False,False
0 days 00:51:08.787000,NOR,4,0 days 00:01:09.930000,11.0,3.0,,,0 days 00:00:18.131000,0 days 00:00:35.804000,0 days 00:00:15.995000,0 days 00:50:16.988000,0 days 00:50:52.792000,0 days 00:51:08.787000,326.0,269.0,327.0,336.0,True,SOFT,5.0,False,McLaren,0 days 00:49:58.857000,2025-11-08 18:35:50.293,1,,False,,False,True
0 days 00:52:42.452000,NOR,4,0 days 00:01:33.665000,12.0,3.0,,0 days 00:52:39.482000,0 days 00:00:22.426000,0 days 00:00:45.210000,0 days 00:00:26.029000,0 days 00:51:31.213000,0 days 00:52:16.423000,0 days 00:52:42.452000,213.0,186.0,,270.0,False,SOFT,6.0,False,McLaren,0 days 00:51:08.787000,2025-11-08 18:37:00.223,1,,False,,False,False
