Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:18:47.398000,VER,1,,1.0,1.0,0 days 00:16:47.163000,,,0 days 00:00:47.515000,0 days 00:00:49.609000,,0 days 00:17:57.935000,0 days 00:18:48.334000,236.0,256.0,226.0,242.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:16:47.163000,2025-12-06 14:03:20.004,1,,False,,False,False
0 days 00:20:10.723000,VER,1,0 days 00:01:23.325000,2.0,1.0,,,0 days 00:00:17.095000,0 days 00:00:36.151000,0 days 00:00:30.079000,0 days 00:19:04.493000,0 days 00:19:40.644000,0 days 00:20:10.723000,292.0,323.0,220.0,329.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:18:47.398000,2025-12-06 14:05:20.239,1,,False,,False,True
0 days 00:22:08.762000,VER,1,0 days 00:01:58.039000,3.0,1.0,,0 days 00:22:07.156000,0 days 00:00:25.374000,0 days 00:00:49.422000,0 days 00:00:43.243000,0 days 00:20:36.097000,0 days 00:21:25.519000,0 days 00:22:08.762000,195.0,231.0,,200.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:20:10.723000,2025-12-06 14:06:43.564,1,,False,,False,False
0 days 00:29:36.335000,VER,1,,4.0,2.0,0 days 00:27:03.735000,,,0 days 00:00:47.150000,0 days 00:00:38.532000,,0 days 00:28:57.937000,0 days 00:29:36.536000,258.0,242.0,228.0,260.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:22:08.762000,2025-12-06 14:08:41.603,1,,False,,False,False
0 days 00:30:59.212000,VER,1,0 days 00:01:22.877000,5.0,2.0,,,0 days 00:00:16.911000,0 days 00:00:35.892000,0 days 00:00:30.074000,0 days 00:29:53.246000,0 days 00:30:29.138000,0 days 00:30:59.212000,294.0,325.0,222.0,330.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:29:36.335000,2025-12-06 14:16:09.176,1,,False,,False,True
0 days 00:32:59.963000,VER,1,0 days 00:02:00.751000,6.0,2.0,,0 days 00:32:58.938000,0 days 00:00:27.057000,0 days 00:00:53.514000,0 days 00:00:40.180000,0 days 00:31:26.269000,0 days 00:32:19.783000,0 days 00:32:59.963000,204.0,229.0,,236.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:30:59.212000,2025-12-06 14:17:32.053,1,,False,,False,False
0 days 00:40:13.757000,VER,1,,7.0,3.0,0 days 00:38:29.790000,,,0 days 00:00:44.244000,0 days 00:00:36.428000,,0 days 00:39:37.356000,0 days 00:40:14.020000,243.0,247.0,228.0,227.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:32:59.963000,2025-12-06 14:19:32.804,1,,False,,False,False
0 days 00:41:36.669000,VER,1,0 days 00:01:22.912000,8.0,3.0,,,0 days 00:00:16.992000,0 days 00:00:35.986000,0 days 00:00:29.934000,0 days 00:40:30.749000,0 days 00:41:06.735000,0 days 00:41:36.669000,293.0,321.0,218.0,326.0,True,SOFT,5.0,False,Red Bull Racing,0 days 00:40:13.757000,2025-12-06 14:26:46.598,1,,False,,False,True
0 days 00:43:09.673000,VER,1,0 days 00:01:33.004000,9.0,3.0,,0 days 00:43:08.669000,0 days 00:00:18.107000,0 days 00:00:38.970000,0 days 00:00:35.927000,0 days 00:41:54.776000,0 days 00:42:33.746000,0 days 00:43:09.673000,274.0,269.0,,290.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:41:36.669000,2025-12-06 14:28:09.510,1,,False,,False,False
0 days 00:45:21.988000,VER,1,0 days 00:02:12.315000,10.0,4.0,0 days 00:43:31.479000,,0 days 00:00:44.084000,0 days 00:00:47.838000,0 days 00:00:40.393000,0 days 00:43:53.757000,0 days 00:44:41.595000,0 days 00:45:21.988000,220.0,180.0,229.0,192.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:43:09.673000,2025-12-06 14:29:42.514,1,,False,,False,False
