Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2018-06-24 14:07:09,Drs,DRS DISABLED,DISABLED,,,,,1
2018-06-24 14:13:26,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2018-06-24 14:13:41,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,1
2018-06-24 14:13:46,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,1
2018-06-24 14:13:55,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,1
2018-06-24 14:13:59,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,1
2018-06-24 14:14:02,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,1
2018-06-24 14:14:14,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,1
2018-06-24 14:15:46,CarEvent,CAR 31 (OCO) STOPPED AT TURN 4,,,,,31,2
2018-06-24 14:16:04,CarEvent,CAR 10 (GAS) STOPPED AT TURN 5,,,,,10,2
2018-06-24 14:18:08,Other,INCIDENT INVOLVING CARS 5 (VET) AND 77 (BOT) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,2
2018-06-24 14:18:19,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,3
2018-06-24 14:19:09,Other,INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,3
2018-06-24 14:19:49,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,3
2018-06-24 14:23:14,Other,INCIDENT INVOLVING CARS 10 (GAS) AND 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE,,,,,,5
2018-06-24 14:24:00,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,5
2018-06-24 14:25:28,Flag,TRACK CLEAR,,CLEAR,Track,,,5
2018-06-24 14:26:08,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,6
2018-06-24 14:26:09,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,,6
2018-06-24 14:26:10,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,6
2018-06-24 14:26:13,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,6
2018-06-24 14:26:15,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,6
2018-06-24 14:26:25,CarEvent,CAR 14 (ALO) SPUN AND CONTINUED AT TURN 4,,,,,14,6
2018-06-24 14:29:08,Drs,DRS ENABLED,ENABLED,,,,,8
2018-06-24 14:31:55,Other,5 SECOND TIME PENALTY FOR CAR 5 (VET) - CAUSING A COLLISION,,,,,,9
2018-06-24 14:36:20,Other,LAP 1 TURN 4 INCIDENT INVOLVING CAR 8 (GRO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,12
2018-06-24 14:42:10,Other,INCIDENT INVOLVING CAR 35 (SIR) UNDER INVESTIGATION - DRIVING UNNECESSARILY SLOWLY BEHIND THE SAFETY CAR,,,,,,16
2018-06-24 14:59:49,Other,5 SECOND TIME PENALTY FOR CAR 35 (SIR) - DRIVING UNNECESSARILY SLOWLY BEHIND THE SAFETY CAR,,,,,,27
2018-06-24 15:00:47,Other,LAP 1 TURN 4 INCIDENT INVOLVING CAR 8 (GRO) - NO FURTHER ACTION,,,,,,27
2018-06-24 15:06:24,Other,LAP 1 TURN 1 INCIDENT INVOLVING CAR 8 (GRO) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,31
2018-06-24 15:07:43,Other,5 SECOND TIME PENALTY FOR CAR 8 (GRO) - CAUSING A COLLISION,,,,,,32
2018-06-24 15:10:15,Flag,WAVED BLUE FLAG FOR CAR 35 (SIR) TIMED AT 17:10:14,,BLUE,Driver,,35,33
2018-06-24 15:15:58,Flag,WAVED BLUE FLAG FOR CAR 9 (ERI) TIMED AT 17:15:57,,BLUE,Driver,,9,36
2018-06-24 15:18:35,Flag,WAVED BLUE FLAG FOR CAR 9 (ERI) TIMED AT 17:18:35,,BLUE,Driver,,9,38
2018-06-24 15:22:16,Flag,WAVED BLUE FLAG FOR CAR 35 (SIR) TIMED AT 17:22:15,,BLUE,Driver,,35,40
2018-06-24 15:23:07,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:23:07,,BLUE,Driver,,18,41
2018-06-24 15:23:56,Flag,WAVED BLUE FLAG FOR CAR 35 (SIR) TIMED AT 17:23:55,,BLUE,Driver,,35,42
2018-06-24 15:24:37,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 17:24:37,,BLUE,Driver,,18,42
2018-06-24 15:24:54,Flag,WAVED BLUE FLAG FOR CAR 2 (VAN) TIMED AT 17:24:54,,BLUE,Driver,,2,42
2018-06-24 15:25:42,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 17:25:41,,BLUE,Driver,,28,43
2018-06-24 15:25:51,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 17:25:50,,BLUE,Driver,,14,43
2018-06-24 15:27:22,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 17:27:21,,BLUE,Driver,,28,44
2018-06-24 15:27:37,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 17:27:36,,BLUE,Driver,,14,44
2018-06-24 15:28:24,Flag,WAVED BLUE FLAG FOR CAR 9 (ERI) TIMED AT 17:28:23,,BLUE,Driver,,9,44
