Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-06-09 17:40:04,Other,PIT EXIT CLOSED,,,,,,
2019-06-09 17:55:09,Other,AIR TEMPERATURE 15 MIN BEFORE THE RACE = 29 DEGREES,,,,,,1.0
2019-06-09 17:55:16,Other,RISK OF RAIN FOR THIS SESSION IS 0%,,,,,,1.0
2019-06-09 18:07:10,Drs,DRS DISABLED,DISABLED,,,,,1.0
2019-06-09 18:13:04,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1.0
2019-06-09 18:13:19,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,1.0
2019-06-09 18:13:23,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,1.0
2019-06-09 18:13:26,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,,1.0
2019-06-09 18:13:32,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,1.0
2019-06-09 18:13:46,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,1.0
2019-06-09 18:14:01,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,1.0
2019-06-09 18:14:33,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,2.0
2019-06-09 18:15:52,Drs,DRS ENABLED,ENABLED,,,,,3.0
2019-06-09 18:20:13,Other,"LAP 1, TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 99 (GIO) NOTED - NO INVESTIGATION NECESSARY",,,,,,6.0
2019-06-09 18:23:19,CarEvent,CAR 4 (NOR) OFF TRACK AND CONTINUED AT TURN 8,,,,,4,8.0
2019-06-09 18:23:56,CarEvent,CAR 4 (NOR) OFF TRACK AND CONTINUED AT TURN 13,,,,,4,9.0
2019-06-09 18:24:12,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,9.0
2019-06-09 18:27:21,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,12.0
2019-06-09 18:27:59,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:27:58,,BLUE,Driver,,88,12.0
2019-06-09 18:28:46,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:28:45,,BLUE,Driver,,88,13.0
2019-06-09 18:28:55,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,13.0
2019-06-09 18:30:05,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,14.0
2019-06-09 18:30:12,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:30:11,,BLUE,Driver,,88,14.0
2019-06-09 18:31:34,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 14:31:33,,BLUE,Driver,,23,15.0
2019-06-09 18:32:19,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 14:32:18,,BLUE,Driver,,23,15.0
2019-06-09 18:34:14,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 14:34:14,,BLUE,Driver,,23,17.0
2019-06-09 18:35:30,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:35:29,,BLUE,Driver,,63,18.0
2019-06-09 18:36:09,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:36:08,,BLUE,Driver,,63,18.0
2019-06-09 18:37:17,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:37:16,,BLUE,Driver,,88,19.0
2019-06-09 18:37:30,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:37:29,,BLUE,Driver,,63,20.0
2019-06-09 18:40:49,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 14:40:49,,BLUE,Driver,,20,22.0
2019-06-09 18:41:14,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 14:41:14,,BLUE,Driver,,20,22.0
2019-06-09 18:42:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 14:41:59,,BLUE,Driver,,20,23.0
2019-06-09 18:44:26,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:44:25,,BLUE,Driver,,88,25.0
2019-06-09 18:46:39,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:46:38,,BLUE,Driver,,88,27.0
2019-06-09 18:46:49,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:46:48,,BLUE,Driver,,63,27.0
