Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2019-09-08 12:55:04,Other,RISK OF RAIN FOR F1 RACE IS 10%,,,,,,1
2019-09-08 13:07:07,Drs,DRS DISABLED,DISABLED,,,,,1
2019-09-08 13:13:21,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2019-09-08 13:13:38,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,1
2019-09-08 13:13:41,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,1
2019-09-08 13:16:31,Other,"TURN 1 INCIDENT INVOLVING CARS 7 (RAI),11 (PER),33 (VER) AND 8 (GRO) NOTED",,,,,,3
2019-09-08 13:16:32,Drs,DRS ENABLED,ENABLED,,,,,3
2019-09-08 13:17:07,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,3
2019-09-08 13:17:11,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,3
2019-09-08 13:17:54,Other,TURN 7 INCIDENT INVOLVING CARS 23 (ALB) AND 55 (SAI) NOTED,,,,,,4
2019-09-08 13:21:08,Other,TURN 6 INCIDENT INVOLVING CARS 23 (ALB) AND 55 (SAI) - NO INVESTIGATION NECESSARY,,,,,,6
2019-09-08 13:21:36,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,6
2019-09-08 13:21:57,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,7
2019-09-08 13:22:13,CarEvent,CAR 5 (VET) SPUN AND CONTINUED AT TURN 9,,,,,5,7
2019-09-08 13:22:53,Other,TURN 9 INCIDENT INVOLVING CARS 5 (VET) AND 18 (STR) NOTED - CAUSING A COLLISION,,,,,,7
2019-09-08 13:24:10,Other,TURN 9 INCIDENT INVOLVING CARS 5 (VET) AND 18 (STR) UNDER INVESTIGATION - RETURNING TO THE TRACK IN AN UNSAFE MANNER,,,,,,8
2019-09-08 13:24:18,CarEvent,CAR 8 (GRO) SPUN AND CONTINUED AT TURN 10,,,,,8,8
2019-09-08 13:24:40,CarEvent,CAR 23 (ALB) MISSED THE APEX OF TURN 5,,,,,23,8
2019-09-08 13:26:59,Other,TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) NOTED,,,,,,10
2019-09-08 13:29:52,Other,10 SECOND STOP/GO PENALTY FOR CAR 5 (VET) - RETURNING TO THE TRACK IN AN UNSAFE MANNER,,,,,,12
2019-09-08 13:30:58,Other,INCIDENT INVOLVING CAR 7 (RAI) UNDER INVESTIGATION - STARTING THE RACE ON INCORRECT TYRES,,,,,,13
