Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:51.801000,28.8,58.3,998.0,False,43.9,347,0.9
0 days 00:01:51.801000,28.8,57.7,997.9,False,44.1,200,1.6
0 days 00:02:51.802000,28.9,57.8,998.0,False,45.5,166,1.4
0 days 00:03:51.806000,29.0,57.0,997.9,False,45.6,86,1.1
0 days 00:04:51.809000,29.0,57.5,998.0,False,46.8,358,2.2
0 days 00:05:51.804000,28.9,57.9,997.8,False,47.2,98,1.4
0 days 00:06:51.806000,28.7,58.5,997.9,False,46.9,65,2.7
0 days 00:07:51.821000,28.6,58.6,997.9,False,46.9,93,2.5
0 days 00:08:51.809000,28.8,58.9,997.8,False,47.5,86,1.4
0 days 00:09:51.814000,29.3,57.1,997.8,False,49.3,206,1.2
0 days 00:10:51.823000,29.7,55.6,997.8,False,49.9,317,1.1
0 days 00:11:51.839000,30.0,54.8,997.8,False,50.3,240,0.9
0 days 00:12:51.858000,29.9,55.6,997.9,False,49.6,231,1.9
0 days 00:13:51.860000,30.1,55.4,997.8,False,48.5,222,1.8
0 days 00:14:51.889000,30.3,54.5,997.9,False,49.8,190,2.0
0 days 00:15:51.862000,30.2,54.7,997.8,False,49.8,180,2.0
0 days 00:16:51.861000,30.1,54.9,997.8,False,48.9,179,1.9
0 days 00:17:51.864000,30.1,55.1,997.7,False,48.8,267,1.7
0 days 00:18:51.880000,30.0,55.9,997.8,False,48.7,189,2.1
0 days 00:19:51.898000,30.1,55.1,997.8,False,48.7,209,2.4
0 days 00:20:51.912000,30.2,55.1,997.7,False,49.3,194,2.1
0 days 00:21:51.932000,30.1,55.3,997.8,False,49.4,177,2.6
0 days 00:22:51.934000,30.0,55.8,997.8,False,48.6,22,1.4
0 days 00:23:51.935000,30.2,55.4,997.7,False,49.4,303,1.3
0 days 00:24:51.948000,30.3,54.5,997.8,False,49.4,95,1.1
0 days 00:25:51.949000,29.9,55.3,997.8,False,49.0,176,1.7
0 days 00:26:51.949000,30.0,55.0,997.7,False,48.6,74,0.9
0 days 00:27:51.948000,30.0,54.8,997.8,False,48.6,76,1.1
0 days 00:28:51.950000,29.7,55.9,997.8,False,48.5,59,1.4
0 days 00:29:51.951000,29.5,56.0,997.9,False,48.5,84,2.3
0 days 00:30:51.956000,29.5,56.5,997.8,False,48.4,77,1.9
0 days 00:31:51.968000,29.8,55.9,997.8,False,48.5,321,1.8
0 days 00:32:51.977000,30.1,55.0,997.8,False,50.1,302,2.1
0 days 00:33:52,30.2,54.7,997.8,False,50.1,198,0.6
0 days 00:34:52.009000,30.2,54.5,997.8,False,50.1,209,2.3
0 days 00:35:52.005000,30.2,54.2,997.7,False,48.6,185,1.5
0 days 00:36:52.006000,30.1,54.8,997.8,False,48.3,266,2.0
0 days 00:37:52.004000,30.1,54.9,997.8,False,48.3,278,2.1
0 days 00:38:52.021000,29.9,55.6,997.7,False,48.3,356,2.9
0 days 00:39:52.006000,29.6,56.6,997.7,False,47.8,45,2.6
0 days 00:40:52.009000,29.7,56.4,997.8,False,48.3,325,2.0
0 days 00:41:52.008000,29.9,55.5,997.8,False,48.6,91,1.5
0 days 00:42:52.014000,30.0,55.2,997.8,False,48.6,120,1.5
0 days 00:43:52.010000,30.0,55.0,997.7,False,48.6,201,1.6
0 days 00:44:52.005000,30.0,55.3,997.7,False,48.3,133,1.7
0 days 00:45:52.011000,30.1,55.4,997.7,False,49.1,49,2.6
0 days 00:46:52.012000,29.9,56.2,997.8,False,49.1,233,2.2
0 days 00:47:52.014000,30.2,55.4,997.8,False,49.1,228,1.7
0 days 00:48:52.025000,30.5,54.4,997.8,False,49.2,66,1.1
0 days 00:49:52.014000,30.6,54.3,997.6,False,49.2,73,1.6
0 days 00:50:52.018000,30.7,53.6,997.7,False,49.2,194,2.6
0 days 00:51:52.019000,30.5,54.6,997.8,False,48.5,172,1.9
0 days 00:52:52.036000,30.3,55.2,997.8,False,47.6,339,1.1
0 days 00:53:52.027000,30.2,55.3,997.8,False,48.1,119,1.7
0 days 00:54:52.021000,30.3,54.7,997.8,False,48.5,201,1.6
0 days 00:55:52.034000,29.9,56.3,997.7,False,48.5,111,2.5
0 days 00:56:52.024000,29.8,56.2,997.7,False,48.1,75,1.3
0 days 00:57:52.024000,30.1,55.1,997.8,False,48.1,145,1.6
0 days 00:58:52.023000,30.1,55.1,997.7,False,48.1,180,1.3
0 days 00:59:52.025000,29.8,55.1,997.8,False,48.4,168,1.4
0 days 01:00:52.029000,29.8,55.9,997.7,False,47.4,244,1.3
0 days 01:01:52.030000,29.9,55.8,997.7,False,48.4,342,1.2
0 days 01:02:52.034000,29.9,55.8,997.7,False,48.5,59,1.9
0 days 01:03:52.029000,30.1,54.6,997.7,False,48.4,230,1.3
0 days 01:04:52.031000,30.0,55.5,997.8,False,48.5,210,1.7
0 days 01:05:52.033000,30.0,55.7,997.6,False,48.1,147,1.3
0 days 01:06:52.037000,29.8,56.4,997.7,False,48.5,214,1.5
0 days 01:07:52.050000,29.9,56.4,997.7,False,47.6,242,1.9
0 days 01:08:52.066000,29.9,56.0,997.6,False,48.2,99,0.9
0 days 01:09:52.080000,29.4,57.5,997.6,False,48.2,50,1.4
0 days 01:10:52.091000,29.4,57.4,997.7,False,47.8,98,1.9
0 days 01:11:52.101000,29.3,57.9,997.7,False,47.2,277,1.2
0 days 01:12:52.111000,29.7,56.7,997.8,False,48.1,122,0.7
0 days 01:13:52.121000,29.7,56.2,997.7,False,47.8,215,1.0
0 days 01:14:52.125000,30.1,56.2,997.7,False,49.0,1,1.2
0 days 01:15:52.127000,30.0,56.5,997.6,False,47.4,44,1.1
0 days 01:16:52.128000,30.1,56.4,997.6,False,48.6,134,1.8
0 days 01:17:52.119000,30.1,56.1,997.6,False,48.1,12,0.8
0 days 01:18:52.135000,30.1,56.3,997.6,False,48.7,63,1.1
0 days 01:19:52.123000,30.1,55.4,997.6,False,48.7,160,1.5
0 days 01:20:52.126000,30.1,55.8,997.6,False,47.9,112,1.6
0 days 01:21:52.124000,30.1,55.7,997.6,False,47.9,81,1.6
0 days 01:22:52.129000,30.2,55.3,997.6,False,47.9,215,1.2
0 days 01:23:52.128000,30.1,55.6,997.7,False,47.5,238,1.4
0 days 01:24:52.127000,30.2,55.9,997.5,False,47.4,74,1.1
0 days 01:25:52.124000,30.4,54.8,997.6,False,47.4,193,0.9
0 days 01:26:52.133000,30.5,54.5,997.6,False,48.7,196,1.4
0 days 01:27:52.131000,30.1,55.7,997.5,False,48.7,225,1.3
0 days 01:28:52.129000,29.8,56.7,997.5,False,45.8,242,0.8
0 days 01:29:52.131000,29.5,57.7,997.5,False,44.8,208,1.1
0 days 01:30:52.138000,29.5,58.0,997.5,False,44.8,226,0.9
0 days 01:31:52.137000,29.8,56.4,997.5,False,45.1,248,1.5
0 days 01:32:52.139000,29.9,55.8,997.5,False,47.9,208,0.8
0 days 01:33:52.135000,30.1,55.3,997.5,False,47.9,196,1.3
0 days 01:34:52.141000,30.1,55.6,997.5,False,48.2,0,1.3
0 days 01:35:52.145000,30.0,56.3,997.5,False,48.2,194,0.9
0 days 01:36:52.137000,29.8,56.8,997.5,False,46.3,205,1.5
0 days 01:37:52.148000,29.7,57.3,997.6,False,46.3,273,1.4
0 days 01:38:52.146000,29.7,56.7,997.5,False,46.4,338,1.4
0 days 01:39:52.145000,29.7,56.8,997.6,False,47.1,328,1.2
0 days 01:40:52.147000,29.5,57.2,997.6,False,46.6,47,2.1
0 days 01:41:52.153000,29.1,58.7,997.7,False,45.5,64,1.9
0 days 01:42:52.149000,28.7,59.7,997.8,False,44.0,46,2.5
0 days 01:43:52.147000,28.7,60.2,997.8,False,43.2,249,1.8
0 days 01:44:52.149000,28.8,59.6,997.8,False,42.8,53,1.3
0 days 01:45:52.151000,28.7,60.1,997.7,False,42.9,53,1.5
0 days 01:46:52.156000,28.7,60.2,997.7,False,43.0,0,1.3
0 days 01:47:52.149000,28.8,59.9,997.6,False,42.9,150,2.2
0 days 01:48:52.152000,28.9,59.6,997.6,False,43.2,21,1.7
0 days 01:49:52.161000,29.1,58.9,997.7,False,44.7,55,0.9
0 days 01:50:52.153000,29.4,58.1,997.6,False,45.1,222,1.5
0 days 01:51:52.150000,29.5,57.6,997.7,False,46.1,273,1.0
0 days 01:52:52.148000,29.6,57.9,997.6,False,46.0,324,1.0
0 days 01:53:52.151000,29.9,57.2,997.5,False,46.1,61,1.9
0 days 01:54:52.152000,30.0,56.9,997.5,False,47.2,257,1.7
0 days 01:55:52.151000,30.0,57.2,997.5,False,47.3,37,1.6
0 days 01:56:52.160000,30.1,57.2,997.6,False,47.8,31,0.6
0 days 01:57:52.161000,30.2,57.1,997.7,False,47.6,297,0.8
0 days 01:58:52.164000,30.1,57.1,997.7,False,47.6,235,2.1
0 days 01:59:52.159000,30.1,56.8,997.7,False,47.2,336,2.3
0 days 02:00:52.165000,30.0,57.1,997.7,False,46.4,62,1.2
0 days 02:01:52.160000,29.9,57.0,997.7,False,46.5,84,1.2
0 days 02:02:52.173000,29.7,57.5,997.6,False,45.0,35,1.7
0 days 02:03:52.163000,29.7,57.1,997.7,False,45.9,119,1.9
0 days 02:04:52.162000,29.7,57.9,997.6,False,46.2,284,1.6
0 days 02:05:52.162000,29.6,58.3,997.6,False,46.4,308,1.1
0 days 02:06:52.164000,29.6,58.3,997.6,False,46.2,57,1.0
0 days 02:07:52.163000,29.7,58.0,997.6,False,47.1,35,1.3
0 days 02:08:52.166000,29.9,56.8,997.6,False,47.1,256,0.9
