Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:52.497000,28.6,49.4,1008.2,False,39.4,351,1.5
0 days 00:01:52.508000,28.4,50.3,1008.1,False,39.4,343,0.8
0 days 00:02:52.523000,28.4,50.3,1008.1,False,39.0,354,1.2
0 days 00:03:52.537000,28.2,51.2,1008.1,False,39.0,214,1.8
0 days 00:04:52.550000,28.4,51.0,1008.1,False,39.8,327,1.6
0 days 00:05:52.565000,28.7,50.1,1008.1,False,39.9,287,0.9
0 days 00:06:52.578000,28.8,49.6,1008.0,False,39.7,227,0.9
0 days 00:07:52.590000,28.9,49.7,1008.1,False,39.6,232,0.6
0 days 00:08:52.604000,29.0,48.8,1008.1,False,40.0,287,0.9
0 days 00:09:52.618000,29.0,49.2,1008.0,False,40.0,346,1.3
0 days 00:10:52.664000,29.0,49.0,1008.1,False,40.0,349,1.0
0 days 00:11:52.849000,28.9,49.1,1008.1,False,40.0,336,1.4
0 days 00:12:52.659000,29.0,48.8,1008.2,False,40.1,307,1.3
0 days 00:13:52.676000,29.0,48.6,1008.1,False,40.1,297,1.2
0 days 00:14:52.687000,29.0,49.1,1008.2,False,40.0,326,1.4
0 days 00:15:52.701000,29.0,49.1,1008.2,False,39.9,333,1.5
0 days 00:16:52.769000,28.7,49.3,1008.2,False,39.3,263,2.2
0 days 00:17:52.728000,28.7,49.4,1008.2,False,39.3,334,1.3
0 days 00:18:52.742000,28.7,48.9,1008.2,False,39.3,334,2.4
0 days 00:19:52.818000,28.5,49.5,1008.2,False,39.0,350,2.2
0 days 00:20:52.774000,28.5,49.9,1008.2,False,39.0,330,1.6
0 days 00:21:52.949000,28.7,49.3,1008.1,False,39.2,293,1.1
0 days 00:22:52.826000,29.0,48.6,1008.1,False,39.2,323,1.1
0 days 00:23:52.810000,29.2,47.7,1008.1,False,39.1,176,1.1
0 days 00:24:53.049000,29.2,47.6,1008.2,False,39.0,331,0.8
0 days 00:25:53.226000,29.1,48.0,1008.2,False,38.9,335,1.3
0 days 00:26:52.850000,29.0,48.4,1008.2,False,38.6,343,2.3
0 days 00:27:52.867000,28.9,47.4,1008.2,False,38.3,341,2.8
0 days 00:28:52.879000,28.5,48.0,1008.2,False,37.9,327,2.4
0 days 00:29:52.906000,28.2,49.4,1008.1,False,37.8,317,1.8
0 days 00:30:52.906000,28.3,49.7,1008.1,False,37.8,343,2.4
0 days 00:31:52.920000,28.0,50.6,1008.1,False,37.7,349,2.8
0 days 00:32:54.030000,28.1,50.7,1008.2,False,37.7,325,1.9
0 days 00:33:52.947000,28.3,50.0,1008.2,False,38.1,327,2.0
0 days 00:34:52.960000,28.4,50.1,1008.2,False,38.0,326,1.9
0 days 00:35:53.090000,28.4,50.0,1008.1,False,37.9,348,1.8
0 days 00:36:52.988000,28.4,49.9,1008.2,False,37.7,314,1.6
0 days 00:37:53.304000,28.4,49.9,1008.2,False,37.2,332,1.6
0 days 00:38:53.207000,28.3,50.3,1008.1,False,37.6,352,1.6
0 days 00:39:53.434000,28.4,50.7,1008.2,False,37.8,224,0.6
0 days 00:40:53.043000,28.6,50.2,1008.2,False,37.8,339,1.3
0 days 00:41:53.058000,28.6,50.0,1008.2,False,38.0,330,1.2
0 days 00:42:53.070000,28.5,50.1,1008.1,False,37.7,306,1.9
0 days 00:43:53.082000,28.4,50.3,1008.2,False,37.6,311,1.5
0 days 00:44:53.097000,28.4,50.4,1008.2,False,37.5,338,1.9
0 days 00:45:53.132000,28.4,50.8,1008.1,False,37.6,249,1.3
0 days 00:46:53.142000,28.5,50.4,1008.2,False,37.7,338,0.9
0 days 00:47:53.138000,28.6,50.3,1008.3,False,37.7,65,1.2
0 days 00:48:53.152000,28.7,50.0,1008.2,False,37.7,355,1.2
0 days 00:49:53.166000,28.2,50.1,1008.2,False,37.6,330,2.8
0 days 00:50:53.179000,28.1,51.1,1008.2,False,37.4,308,2.3
0 days 00:51:53.194000,28.1,51.4,1008.2,False,37.5,265,1.8
0 days 00:52:53.209000,28.1,51.1,1008.2,False,37.5,301,1.6
0 days 00:53:53.222000,28.2,50.8,1008.2,False,37.5,297,1.1
0 days 00:54:53.235000,28.2,50.4,1008.2,False,37.4,326,0.8
0 days 00:55:53.248000,28.3,50.2,1008.2,False,37.3,326,2.0
0 days 00:56:53.261000,28.1,50.7,1008.2,False,37.4,237,1.3
0 days 00:57:53.340000,28.1,50.7,1008.1,False,37.2,336,1.6
0 days 00:58:53.668000,28.2,50.5,1008.3,False,37.4,322,2.3
0 days 00:59:53.302000,28.2,50.3,1008.2,False,37.2,336,2.3
0 days 01:00:53.324000,28.1,50.3,1008.2,False,37.2,340,2.5
0 days 01:01:53.367000,27.9,51.1,1008.1,False,37.0,336,2.6
