Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:38.669000,27.5,35.1,939.4,False,55.6,99,1.7
0 days 00:01:38.684000,27.1,36.5,939.4,False,55.1,106,1.9
0 days 00:02:38.655000,27.0,36.2,939.3,False,54.2,111,2.1
0 days 00:03:38.669000,26.9,36.1,939.3,False,54.2,165,1.0
0 days 00:04:38.678000,27.2,35.8,939.3,False,54.2,83,1.2
0 days 00:05:38.692000,27.6,36.0,939.3,False,55.1,93,1.4
0 days 00:06:38.682000,28.0,35.8,939.2,False,55.1,48,1.3
0 days 00:07:38.680000,28.6,34.4,939.3,False,55.5,91,1.3
0 days 00:08:38.674000,28.3,33.7,939.3,False,55.5,42,2.0
0 days 00:09:38.685000,28.0,34.7,939.2,False,55.5,40,1.9
0 days 00:10:38.684000,28.1,35.0,939.2,False,55.1,92,1.2
0 days 00:11:38.685000,28.4,33.6,939.2,False,55.6,72,1.0
0 days 00:12:38.681000,28.7,33.6,939.2,False,55.6,25,1.0
0 days 00:13:38.682000,28.7,33.4,939.2,False,55.6,100,1.0
0 days 00:14:38.675000,28.6,33.4,939.2,False,55.3,94,0.9
0 days 00:15:38.711000,28.5,32.7,939.1,False,55.3,92,1.3
0 days 00:16:38.721000,28.1,33.5,939.2,False,54.9,281,0.0
0 days 00:17:38.672000,28.2,33.7,939.1,False,54.6,15,0.5
0 days 00:18:38.686000,28.4,34.0,939.2,False,54.6,102,1.1
0 days 00:19:38.689000,28.5,33.0,939.2,False,54.7,12,0.9
0 days 00:20:38.687000,28.6,33.1,939.2,False,55.5,81,0.8
0 days 00:21:38.675000,28.5,32.6,939.2,False,55.4,77,1.7
0 days 00:22:38.681000,27.7,34.0,939.2,False,55.3,118,1.9
0 days 00:23:38.683000,27.4,34.7,939.2,False,53.3,0,0.5
0 days 00:24:38.681000,27.6,34.6,939.1,False,53.3,157,0.5
0 days 00:25:38.681000,27.7,34.0,939.1,False,53.6,12,0.6
0 days 00:26:38.680000,28.0,33.3,939.1,False,53.6,20,0.4
0 days 00:27:38.687000,27.7,34.0,939.1,False,53.7,349,0.0
0 days 00:28:38.681000,27.6,34.8,939.1,False,53.7,359,0.9
0 days 00:29:38.677000,27.9,35.1,939.1,False,53.8,241,0.7
0 days 00:30:38.675000,27.8,34.6,939.1,False,54.3,310,0.8
0 days 00:31:38.688000,27.5,35.0,939.1,False,53.3,345,1.5
0 days 00:32:38.696000,27.4,36.4,939.0,False,53.3,0,1.0
0 days 00:33:38.694000,27.7,35.2,939.0,False,54.1,272,0.6
0 days 00:34:38.680000,27.7,35.5,939.0,False,54.1,276,0.7
0 days 00:35:38.698000,28.1,35.6,939.0,False,54.0,156,1.7
0 days 00:36:38.698000,28.6,33.7,939.0,False,54.1,90,2.0
0 days 00:37:38.699000,28.8,33.6,938.9,False,55.1,60,1.9
0 days 00:38:38.690000,28.9,32.8,938.9,False,54.7,87,3.1
0 days 00:39:38.691000,28.3,34.0,938.9,False,53.6,72,2.9
0 days 00:40:38.693000,28.3,34.5,938.9,False,53.4,109,1.2
0 days 00:41:38.685000,28.6,35.1,938.9,False,53.2,131,2.5
0 days 00:42:38.677000,29.1,34.1,938.9,False,53.5,85,3.2
0 days 00:50:38.664000,29.4,33.2,938.8,False,53.3,73,2.5
0 days 00:51:38.664000,29.0,33.2,938.8,False,53.3,88,2.7
0 days 00:52:38.665000,29.0,32.5,938.9,False,53.1,90,2.7
0 days 00:53:38.665000,28.6,33.5,938.8,False,53.0,64,2.8
0 days 00:54:38.667000,28.9,34.2,938.7,False,52.9,92,2.4
0 days 00:55:38.667000,29.1,33.6,938.7,False,52.8,91,3.2
0 days 00:56:38.668000,29.2,32.4,938.8,False,52.8,62,2.4
0 days 00:57:38.675000,29.1,33.0,938.7,False,52.9,83,1.6
0 days 00:58:38.669000,29.2,32.4,938.7,False,53.0,73,2.6
0 days 00:59:38.669000,29.2,32.9,938.8,False,52.9,84,2.3
0 days 01:00:38.669000,29.1,32.3,938.8,False,53.0,84,3.3
0 days 01:01:38.671000,28.6,33.5,938.8,False,52.9,111,2.7
0 days 01:02:38.670000,28.7,33.7,938.8,False,52.0,86,2.1
0 days 01:03:38.672000,28.9,33.8,938.8,False,52.2,94,3.5
0 days 01:04:38.670000,28.9,32.7,938.8,False,52.2,87,3.0
0 days 01:05:38.673000,28.3,33.6,938.8,False,51.7,92,3.1
0 days 01:06:38.673000,27.8,34.4,938.7,False,51.7,86,2.3
0 days 01:07:38.680000,27.8,35.0,938.7,False,51.1,100,1.4
0 days 01:08:38.673000,28.3,34.4,938.8,False,51.1,72,1.4
0 days 01:09:38.674000,28.6,33.8,938.7,False,52.5,97,2.0
0 days 01:10:38.674000,29.0,33.5,938.7,False,52.8,68,1.6
0 days 01:11:38.677000,29.2,33.2,938.7,False,52.5,101,1.8
0 days 01:12:38.679000,29.1,33.3,938.7,False,52.4,93,2.8
0 days 01:13:38.676000,29.3,32.7,938.7,False,52.1,86,1.9
0 days 01:14:38.678000,29.1,32.6,938.7,False,51.8,77,3.0
0 days 01:15:38.687000,28.7,33.3,938.7,False,51.7,80,2.9
0 days 01:16:38.686000,28.5,34.9,938.7,False,51.6,87,2.8
0 days 01:17:38.697000,28.7,33.1,938.6,False,51.6,93,3.3
0 days 01:18:38.679000,28.4,34.6,938.7,False,51.5,88,1.6
0 days 01:19:38.678000,28.7,35.1,938.6,False,51.2,101,2.8
0 days 01:20:38.680000,29.0,33.0,938.6,False,51.9,68,3.6
0 days 01:21:38.678000,28.9,33.6,938.6,False,51.9,93,2.8
0 days 01:22:38.683000,28.9,33.8,938.7,False,51.6,79,3.0
0 days 01:23:38.681000,29.1,32.8,938.7,False,51.6,64,2.0
0 days 01:24:38.681000,29.0,33.5,938.7,False,51.6,90,2.3
0 days 01:25:38.682000,28.9,33.2,938.6,False,51.2,90,2.6
0 days 01:26:38.682000,28.7,33.8,938.6,False,51.2,75,2.8
0 days 01:27:38.686000,29.0,33.5,938.6,False,50.6,81,2.5
0 days 01:28:38.684000,29.0,33.6,938.7,False,50.6,74,2.9
0 days 01:29:38.683000,28.6,34.4,938.6,False,50.8,95,2.6
0 days 01:30:38.686000,28.7,33.7,938.6,False,50.8,93,2.4
0 days 01:31:38.685000,28.6,34.5,938.5,False,50.4,89,3.2
0 days 01:32:38.685000,28.7,34.4,938.5,False,50.4,85,3.2
0 days 01:33:38.685000,28.6,34.2,938.6,False,50.4,32,3.2
0 days 01:34:38.686000,28.7,33.9,938.6,False,50.4,7,1.2
0 days 01:35:38.687000,28.8,34.0,938.7,False,50.5,94,1.4
0 days 01:36:38.689000,29.0,33.7,938.5,False,50.4,143,1.2
0 days 01:37:38.695000,29.0,33.2,938.4,False,50.3,251,0.5
0 days 01:38:38.690000,29.0,34.2,938.5,False,49.8,0,0.7
0 days 01:39:38.691000,29.3,33.3,938.4,False,49.1,91,0.8
0 days 01:40:38.689000,29.3,33.6,938.5,False,48.6,0,1.1
0 days 01:41:38.690000,29.2,34.2,938.5,False,47.6,102,1.1
0 days 01:42:38.690000,29.3,33.5,938.5,False,47.6,77,2.5
0 days 01:43:38.691000,29.4,33.3,938.5,False,48.8,95,1.3
0 days 01:44:38.691000,29.4,33.8,938.5,False,49.1,80,1.8
0 days 01:45:38.691000,29.4,33.8,938.6,False,48.7,189,0.9
