Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:01:00.401000,22.6,50.3,1011.2,False,35.2,0,0.6
0 days 00:02:00.406000,22.7,48.9,1011.2,False,35.2,350,0.7
0 days 00:03:00.420000,22.7,49.5,1011.2,False,35.2,173,0.7
0 days 00:04:00.433000,22.9,49.5,1011.3,False,35.3,114,0.5
0 days 00:05:00.448000,22.7,49.3,1011.2,False,35.3,238,0.5
0 days 00:06:00.460000,22.6,50.0,1011.3,False,35.3,289,0.0
0 days 00:07:00.476000,22.5,52.1,1011.2,False,35.0,12,0.8
0 days 00:08:00.489000,22.4,52.6,1011.1,False,35.0,169,0.6
0 days 00:09:00.503000,22.6,52.2,1011.1,False,35.3,107,0.6
0 days 00:10:00.515000,22.8,52.0,1011.1,False,35.3,2,0.5
0 days 00:11:00.530000,22.7,53.0,1011.2,False,35.3,155,1.1
0 days 00:12:00.544000,22.7,52.7,1011.2,False,35.0,334,1.9
0 days 00:13:00.558000,22.7,53.1,1011.2,False,35.2,169,0.8
0 days 00:14:00.571000,22.7,53.1,1011.1,False,35.0,166,0.7
0 days 00:15:00.584000,22.6,53.3,1011.1,False,34.6,55,0.0
0 days 00:16:00.599000,22.5,53.9,1011.2,False,34.5,0,0.5
0 days 00:17:00.611000,22.4,54.3,1011.1,False,34.5,59,0.8
0 days 00:18:00.625000,22.4,54.5,1011.2,False,34.5,318,0.8
0 days 00:19:00.636000,22.4,54.3,1011.1,False,34.3,320,1.3
0 days 00:20:00.650000,22.5,54.0,1011.1,False,34.4,308,1.2
0 days 00:21:00.663000,22.4,53.6,1011.2,False,34.3,346,1.0
0 days 00:22:00.677000,22.3,54.2,1011.1,False,34.3,302,1.4
0 days 00:23:00.695000,22.2,53.4,1011.2,False,34.1,179,0.5
0 days 00:24:00.704000,22.1,54.2,1011.1,False,33.7,135,0.8
0 days 00:25:00.719000,22.0,54.5,1011.1,False,33.7,204,0.5
0 days 00:26:00.733000,21.9,54.0,1011.1,False,33.6,7,1.1
0 days 00:27:00.747000,21.9,54.5,1011.1,False,33.7,0,0.7
0 days 00:28:00.757000,21.9,54.3,1011.1,False,33.8,326,0.3
0 days 00:29:00.772000,22.0,53.9,1011.0,False,33.9,336,1.3
0 days 00:30:00.787000,22.1,53.4,1011.0,False,33.9,63,1.2
0 days 00:31:00.798000,22.2,53.0,1011.1,False,34.2,0,0.6
0 days 00:32:00.813000,22.4,52.7,1011.1,False,34.3,10,0.6
0 days 00:33:00.825000,22.5,52.4,1011.1,False,34.4,331,0.5
0 days 00:34:00.840000,22.5,51.8,1011.0,False,34.6,3,2.1
0 days 00:35:00.855000,22.4,52.0,1011.1,False,34.4,59,0.9
0 days 00:36:00.866000,22.2,52.9,1011.1,False,34.0,186,0.4
0 days 00:37:00.881000,22.3,53.1,1011.1,False,34.3,268,1.2
0 days 00:38:00.899000,22.3,52.8,1011.0,True,34.0,358,0.5
0 days 00:39:01.015000,22.5,53.1,1011.0,True,34.6,357,1.2
0 days 00:40:00.926000,22.7,52.6,1011.0,True,34.6,148,0.6
0 days 00:41:00.941000,22.9,52.2,1011.0,True,34.6,0,0.4
0 days 00:42:00.953000,22.9,51.7,1011.1,True,34.3,195,0.7
0 days 00:43:00.969000,22.8,52.0,1011.0,True,34.3,7,0.4
