Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:03.989000,29.9,64.1,1007.1,False,34.2,168,1.8
0 days 00:01:04.003000,29.8,64.9,1007.1,False,33.9,169,1.2
0 days 00:02:04.014000,29.8,65.2,1007.2,False,34.0,184,1.1
0 days 00:03:04.028000,29.8,64.6,1007.2,False,34.0,165,1.5
0 days 00:04:04.040000,29.8,65.0,1007.2,False,33.9,192,1.3
0 days 00:05:04.052000,29.8,65.9,1007.2,False,33.9,173,1.3
0 days 00:06:04.064000,29.8,64.5,1007.2,False,33.9,169,1.4
0 days 00:07:04.077000,29.8,64.2,1007.2,False,33.7,168,1.9
0 days 00:08:04.092000,29.9,64.5,1007.3,False,34.1,166,2.0
0 days 00:09:04.103000,29.9,63.8,1007.2,False,33.8,185,2.1
0 days 00:10:04.114000,29.8,64.3,1007.3,False,33.8,167,2.0
0 days 00:11:04.128000,29.8,64.5,1007.3,False,33.7,203,1.4
0 days 00:12:04.141000,29.9,64.4,1007.3,False,33.8,136,1.1
0 days 00:13:04.154000,29.8,64.9,1007.3,False,33.8,167,0.4
0 days 00:14:04.165000,29.8,64.5,1007.4,False,33.8,178,1.0
0 days 00:15:04.181000,29.8,64.6,1007.4,False,33.9,152,1.1
0 days 00:16:04.193000,29.9,64.9,1007.4,False,33.9,166,1.5
0 days 00:17:04.206000,29.9,65.1,1007.4,False,34.0,157,1.2
0 days 00:18:04.217000,29.9,65.2,1007.3,False,34.2,180,1.4
0 days 00:19:04.232000,30.0,65.2,1007.4,False,34.0,177,1.1
0 days 00:20:04.242000,30.0,64.4,1007.5,False,34.0,174,1.6
0 days 00:21:04.255000,29.9,64.5,1007.4,False,33.7,184,1.3
0 days 00:22:04.268000,29.9,64.5,1007.5,False,33.7,170,1.7
0 days 00:23:04.280000,29.9,64.2,1007.5,False,33.8,172,1.6
0 days 00:24:04.434000,29.9,64.5,1007.4,False,33.8,170,1.7
0 days 00:25:04.441000,30.0,63.7,1007.6,False,33.6,163,3.1
0 days 00:26:04.322000,29.9,63.6,1007.6,False,33.6,173,2.1
0 days 00:27:04.332000,29.7,64.0,1007.6,False,33.2,189,2.0
0 days 00:28:04.347000,29.8,63.6,1007.6,False,33.7,172,1.6
0 days 00:29:04.360000,29.8,63.5,1007.6,False,33.8,166,2.1
0 days 00:30:04.374000,29.8,63.7,1007.7,False,33.8,165,2.4
0 days 00:31:04.390000,29.9,63.8,1007.8,False,33.9,193,1.1
0 days 00:32:04.403000,29.9,64.0,1007.8,False,33.9,176,1.2
0 days 00:33:04.416000,30.0,63.8,1007.8,False,34.1,152,2.3
0 days 00:34:04.431000,30.0,64.3,1007.8,False,34.0,184,1.3
0 days 00:35:04.444000,30.1,63.2,1007.7,False,34.0,164,1.8
0 days 00:36:04.460000,30.2,63.1,1007.8,False,33.9,181,2.7
0 days 00:37:04.472000,30.3,63.1,1007.8,False,33.7,173,1.8
0 days 00:38:04.486000,30.2,63.1,1007.8,False,33.7,165,2.7
0 days 00:39:04.501000,30.2,63.2,1007.9,False,33.5,172,1.6
0 days 00:40:04.516000,30.2,63.4,1007.9,False,33.8,174,2.4
0 days 00:41:04.531000,30.2,63.3,1007.8,False,33.8,167,2.0
0 days 00:42:04.540000,30.1,63.1,1007.9,False,33.5,171,3.3
0 days 00:43:04.555000,30.0,63.8,1007.9,False,33.5,171,2.0
0 days 00:44:04.570000,30.1,63.2,1007.9,False,33.5,170,3.5
0 days 00:45:04.584000,30.1,63.6,1008.0,False,33.5,174,3.1
0 days 00:46:04.597000,30.2,63.3,1007.9,False,33.6,176,2.0
0 days 00:47:04.611000,30.1,64.0,1007.9,False,33.5,176,2.3
0 days 00:48:04.625000,30.1,64.2,1008.0,False,33.5,198,1.9
0 days 00:49:04.638000,30.1,64.4,1008.0,False,33.6,193,2.4
0 days 00:50:04.652000,30.1,64.3,1007.9,False,33.6,178,1.8
0 days 00:51:04.670000,30.1,63.9,1007.9,False,33.6,191,2.4
0 days 00:52:04.682000,30.1,64.4,1007.9,False,33.4,184,1.8
0 days 00:53:04.847000,30.1,64.5,1007.9,False,33.4,190,2.1
0 days 00:54:04.708000,30.0,65.1,1007.8,False,33.4,178,2.2
0 days 00:55:04.722000,30.1,65.3,1007.8,False,33.4,181,2.2
0 days 00:56:04.738000,30.1,64.8,1007.8,False,33.0,191,2.2
0 days 00:57:04.750000,30.0,65.7,1007.7,False,33.0,180,2.4
0 days 00:58:04.766000,30.0,65.3,1007.8,False,33.0,168,2.1
0 days 00:59:04.777000,30.0,64.8,1007.8,False,33.1,179,2.6
0 days 01:00:04.793000,29.9,65.4,1007.7,False,32.9,186,2.3
0 days 01:01:04.806000,29.8,65.3,1007.8,False,32.8,176,2.7
0 days 01:02:04.820000,29.7,65.4,1007.7,False,32.8,169,2.2
0 days 01:03:04.835000,29.8,65.4,1007.8,False,33.1,182,2.1
0 days 01:04:04.849000,29.8,65.3,1007.9,False,33.0,178,1.9
0 days 01:05:04.863000,29.8,65.5,1007.9,False,33.1,190,1.8
0 days 01:06:04.876000,29.8,65.5,1007.9,False,32.8,176,1.8
0 days 01:07:04.892000,29.8,65.8,1007.8,False,32.8,195,2.0
0 days 01:08:04.907000,29.8,65.6,1007.8,False,32.8,182,2.0
0 days 01:09:04.924000,29.8,65.8,1007.8,False,32.8,182,1.7
0 days 01:10:04.933000,29.8,65.8,1007.8,False,33.0,178,2.1
0 days 01:11:04.948000,29.9,65.8,1007.8,False,33.0,190,2.2
0 days 01:12:04.963000,29.9,66.2,1007.8,False,32.9,182,2.4
0 days 01:13:04.976000,29.8,66.4,1007.9,False,33.0,183,1.9
0 days 01:14:04.991000,29.9,66.2,1007.9,False,32.8,191,2.0
0 days 01:15:05.003000,29.9,66.0,1007.9,False,32.8,179,2.0
0 days 01:16:05.017000,29.9,66.1,1007.8,False,32.8,178,1.9
0 days 01:17:05.081000,29.8,66.4,1007.9,False,32.8,174,1.9
0 days 01:18:05.062000,29.8,66.5,1007.9,False,32.8,181,2.0
0 days 01:19:05.082000,29.8,66.6,1007.8,False,32.8,170,2.2
0 days 01:20:05.162000,29.8,66.9,1007.8,False,32.9,190,2.0
0 days 01:21:05.343000,29.9,66.5,1007.8,False,32.9,199,1.8
0 days 01:22:05.114000,29.9,67.2,1007.9,False,33.0,196,2.0
0 days 01:23:05.120000,29.9,67.6,1007.9,False,33.0,180,2.0
0 days 01:24:05.147000,29.8,67.2,1007.9,False,32.9,184,1.8
0 days 01:25:05.148000,29.8,67.0,1007.9,False,32.8,174,1.7
0 days 01:26:05.160000,29.8,66.9,1008.0,False,32.8,181,2.6
0 days 01:27:05.173000,29.8,67.3,1007.8,False,32.8,175,1.9
0 days 01:28:05.187000,29.8,67.1,1007.9,False,32.7,172,2.1
0 days 01:29:05.199000,29.9,66.8,1007.9,False,32.9,187,2.1
0 days 01:30:05.215000,29.8,67.0,1007.9,False,32.9,186,2.1
0 days 01:31:05.230000,29.8,67.6,1007.9,False,32.9,168,2.7
0 days 01:32:05.243000,29.8,66.9,1008.0,False,32.6,180,2.2
0 days 01:33:05.258000,29.7,67.5,1007.9,False,32.4,173,2.6
